sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
313,"Central Michigan Chippewas",28,2441,100,1712,0.701,1676,640,1036,38.2,42.8,23.3,9.8,0.26,8.1,33.2,1122,486,636,43.3,554,154,400,27.8,0.33
314,"Lindenwood University Lions",28,2275,100,1811,0.796,1674,669,1005,40,44.6,16.7,11.6,0.29,8.7,37.9,1103,513,590,46.5,571,156,415,27.3,0.34
315,"Winthrop Eagles",30,2461,100,1697,0.69,1673,609,1064,36.4,40.5,22.6,10.4,0.29,7.6,33.4,1138,472,666,41.5,535,137,398,25.6,0.32
316,"Loyola (MD) Greyhounds",31,2261,100,1821,0.805,1671,696,975,41.7,45.3,17.5,10.3,0.26,8.2,38.5,1236,574,662,46.4,435,122,313,28,0.26
317,"William & Mary Tribe",29,2375,100,1824,0.768,1670,647,1023,38.7,43.2,19.6,11.5,0.31,9.2,36.5,1153,498,655,43.2,517,149,368,28.8,0.31
317,"Cal Poly SLO Mustangs",31,2448,100,1869,0.763,1670,673,997,40.3,45.2,22.5,10.5,0.29,7.6,35.9,1169,510,659,43.6,501,163,338,32.5,0.3
319,"Bryant University Bulldogs",30,2337,100,1811,0.775,1669,668,1001,40,45.5,19.6,11.3,0.28,8.5,35.9,1078,484,594,44.9,591,184,407,31.1,0.35
319,"Long Island University Sharks",30,2416,100,1734,0.718,1669,633,1036,37.9,43,23,9.9,0.26,7.9,33.4,1053,464,589,44.1,616,169,447,27.4,0.37
319,"Hampton Pirates",29,2402,100,1578,0.657,1669,564,1105,33.8,36.4,19.9,12.7,0.34,10.8,32.7,1315,478,837,36.3,354,86,268,24.3,0.21
322,"Saint Francis (PA) Red Flash",30,2311,100,1529,0.662,1668,577,1091,34.6,38.4,20.5,8.6,0.22,7.2,31.3,1178,451,727,38.3,490,126,364,25.7,0.29
322,"Boston University Terriers",32,2372,100,1995,0.841,1668,733,935,43.9,49.8,20.6,10.9,0.28,7.8,39.1,1115,537,578,48.2,553,196,357,35.4,0.33
324,"Albany Great Danes",32,2345,100,1948,0.831,1665,717,948,43.1,48.3,20.1,11,0.28,8.4,38.9,1179,541,638,45.9,486,176,310,36.2,0.29
324,"Portland State Vikings",31,2289,100,1746,0.763,1665,634,1031,38.1,44.1,19.7,8.7,0.23,7,34.7,986,434,552,44,679,200,479,29.5,0.41
326,"Pepperdine Waves",30,2401,100,1620,0.675,1658,625,1033,37.7,41,23.7,8.8,0.23,7.1,32.6,1188,515,673,43.4,470,110,360,23.4,0.28
327,"Samford Bulldogs",30,2305,100,1731,0.751,1648,619,1029,37.6,42.5,17.9,12.2,0.32,9.3,35.9,1103,457,646,41.4,545,162,383,29.7,0.33
328,"Chicago State Cougars",27,2399,100,1585,0.661,1646,597,1049,36.3,38.3,22.9,9.9,0.27,8.2,32.6,1352,529,823,39.1,294,68,226,23.1,0.18
329,"UCF Knights",29,2385,100,1848,0.775,1643,649,994,39.5,43.6,20.5,12.6,0.34,10.8,37,1188,513,675,43.2,455,136,319,29.9,0.28
330,"Pennsylvania Quakers",28,2215,100,1832,0.827,1642,682,960,41.5,46.8,17.9,9.7,0.24,7.3,38.2,1072,510,562,47.6,570,172,398,30.2,0.35
331,"Florida Atlantic Owls",30,2368,100,1825,0.771,1639,645,994,39.4,45.5,20.4,11.8,0.32,9.1,35.8,1026,444,582,43.3,613,201,412,32.8,0.37
332,"New Hampshire Wildcats",29,2256,100,1558,0.691,1637,588,1049,35.9,39.9,20.2,8.2,0.21,6.5,32.8,1175,457,718,38.9,462,131,331,28.4,0.28
333,"St. Bonaventure Bonnies",30,2296,100,1634,0.712,1631,581,1050,35.6,40.6,20.5,9.9,0.26,7.5,33.1,1023,417,606,40.8,608,164,444,27,0.37
334,"Hawaii Warriors",31,2280,100,1840,0.807,1625,626,999,38.5,45.4,18.7,11.5,0.3,8.2,36.4,912,401,511,44,713,225,488,31.6,0.44
334,"Utah State Aggies",30,2392,100,1683,0.704,1625,583,1042,35.9,40.4,21.9,11.5,0.32,9.9,33.8,1107,436,671,39.4,518,147,371,28.4,0.32
334,"Yale Bulldogs",27,2176,100,1633,0.75,1625,627,998,38.6,41.8,17.1,10,0.25,7.6,36.2,1229,521,708,42.4,396,106,290,26.8,0.24
337,"Arkansas-(Little Rock) Trojans",30,2245,100,1659,0.739,1623,633,990,39,41.9,18.1,11.4,0.29,9.8,36.4,1293,540,753,41.8,330,93,237,28.2,0.2
338,"Western Carolina Lady Catamounts",30,2297,100,1695,0.738,1622,649,973,40,43.6,21.2,10,0.26,8.6,35.5,1173,533,640,45.4,449,116,333,25.8,0.28
339,"Saint Mary's Gaels",31,2269,100,1887,0.832,1621,702,919,43.3,49.1,20.4,9.5,0.24,7.2,38.6,1079,515,564,47.7,542,187,355,34.5,0.33
340,"Miami (OH) RedHawks",30,2291,100,1616,0.705,1619,605,1014,37.4,41.9,22.2,8.9,0.23,7.6,33,1113,459,654,41.2,506,146,360,28.9,0.31
341,"Valparaiso University",30,2349,100,1851,0.788,1616,636,980,39.4,46.5,22.1,11.9,0.31,10,35.4,889,406,483,45.7,727,230,497,31.6,0.45
342,"East Tennessee State Buccaneers",30,2211,100,1765,0.798,1615,636,979,39.4,45,17.5,10.9,0.28,8.3,37.3,1020,455,565,44.6,595,181,414,30.4,0.37
342,"UMBC Retrievers",29,2284,100,1696,0.743,1615,633,982,39.2,43.3,20.5,10.4,0.27,8.5,35.4,1173,502,671,42.8,442,131,311,29.6,0.27
344,"Lafayette Leopards",30,2192,100,1674,0.764,1612,647,965,40.1,44.8,19.7,8.3,0.21,6.6,35.6,1141,497,644,43.6,471,150,321,31.8,0.29
345,"Rider Broncs",31,2318,100,1695,0.731,1610,616,994,38.3,43.6,22.3,9.8,0.26,7.7,34,1053,445,608,42.3,557,171,386,30.7,0.35
345,"Manhattan Jaspers",30,2247,100,1715,0.763,1610,630,980,39.1,44,20.5,9.2,0.24,6.1,35.5,1085,472,613,43.5,525,158,367,30.1,0.33
347,"Iona Gaels",30,2224,100,1724,0.775,1601,626,975,39.1,45.6,20.7,8.9,0.23,6.6,34.8,981,418,563,42.6,620,208,412,33.5,0.39
348,"Bucknell Bison",31,2260,100,1717,0.76,1597,616,981,38.6,42.4,19.5,12,0.31,9,36.4,1161,494,667,42.5,436,122,314,28,0.27
349,"Brown Bears",27,2155,100,1698,0.788,1593,619,974,38.9,44.9,18,10.1,0.25,8.1,36.2,934,426,508,45.6,659,193,466,29.3,0.41
349,"Massachusetts Lowell",29,2184,100,1496,0.685,1593,585,1008,36.7,40,20.1,8.9,0.22,7.7,32.7,1204,480,724,39.9,389,105,284,27,0.24
351,"Alabama State Hornets",29,2384,100,1430,0.6,1578,517,1061,32.8,36.4,25.5,9.9,0.27,7.4,28.9,1092,401,691,36.7,486,116,370,23.9,0.31
352,"Delaware State Hornets",27,2250,100,1505,0.669,1566,538,1028,34.4,38.6,21.6,10.7,0.28,8.9,31.5,1079,405,674,37.5,487,133,354,27.3,0.31
353,"Houston Christian Huskies",29,2216,100,1549,0.699,1556,566,990,36.4,40.9,21.8,9,0.24,8.3,33,1058,424,634,40.1,498,142,356,28.5,0.32
354,"Wagner Seahawks",28,2301,100,1537,0.668,1550,559,991,36.1,39.6,23.6,10.8,0.29,8.7,32.4,1130,448,682,39.6,420,111,309,26.4,0.27
355,"Saint Peter's Peacocks",30,2338,100,1516,0.648,1487,513,974,34.5,39.9,27.1,10.8,0.32,7.7,30.2,884,352,532,39.8,603,161,442,26.7,0.41
356,"Xavier Musketeers",28,2081,100,1410,0.678,1468,525,943,35.8,41.6,23.5,7.4,0.19,6.5,30.3,866,355,511,41,602,170,432,28.2,0.41
357,"Cornell Big Red",26,2059,100,1450,0.704,1466,544,922,37.1,39.5,19.5,10.8,0.28,7.4,34.7,1186,474,712,40,280,70,210,25,0.19
358,"Davidson Wildcats",26,1952,100,1677,0.859,1446,625,821,43.2,48.8,17.6,10.5,0.25,8,39.5,951,463,488,48.7,495,162,333,32.7,0.34
359,"South Carolina State Bulldogs",29,2239,100,1393,0.622,1436,489,947,34.1,37,25.8,11.7,0.34,9.6,30.6,1094,405,689,37,342,84,258,24.6,0.24
360,"Northeastern Huskies",27,2018,100,1544,0.765,1420,578,842,40.7,46.7,21.8,9.2,0.24,6.3,35.2,897,408,489,45.5,523,170,353,32.5,0.37
361,"Dartmouth Big Green",26,1864,100,1261,0.677,1346,475,871,35.3,40.1,21.4,7.8,0.2,6.4,31.4,895,345,550,38.5,451,130,321,28.8,0.34
