Date,Opponent,Result,Attendance,GameID
01/25/2024,"('@ Wofford', '/teams/560550')",L 64-65,"('414', None)",3979954
01/27/2024,"('@ Furman', '/teams/560760')",L 56-58,"('518', None)",3980112
02/03/2024,"('@ Samford', '/teams/561068')",W 87-59,"('312', None)",3981131
02/08/2024,"('ETSU', '/teams/560730')",W 65-57,"('618', None)",3982014
02/10/2024,"('Chattanooga', '/teams/561140')",L 52-61,"('1,627', None)",3982135
02/15/2024,"('@ Western Caro.', '/teams/561211')",W 76-62,"('642', None)",3982991
02/17/2024,"('@ UNC Greensboro', '/teams/560930')",L 49-69,"('396', None)",3983299
02/22/2024,"('Furman', '/teams/560760')",W 55-50,"('473', None)",3983650
02/24/2024,"('Wofford', '/teams/560550')",W 79-74,"('1,272', None)",3983805
03/02/2024,"('Samford', '/teams/561068')",W 76-69,"('1,072', None)",3984381
03/07/2024,"('#5 ETSU @Asheville, NC (23-24 WBB SoCon Tournament)', '/teams/560730')",W 67-52,"('3,029', None)",5249777
03/08/2024,"('#1 Chattanooga @Asheville, NC (23-24 WBB SoCon Tournament)', '/teams/561140')",L 55-66,"('2,893', None)",5249774
11/06/2023,"('@ Vermont', '/teams/561189')",L 48-60,"('566', None)",3970248
11/11/2023,"('@ ULM', '/teams/560971')",L 62-78,"('909', None)",3971114
11/18/2023,"('Western Ky.', '/teams/561215')",L 43-63,"('357', None)",3971961
11/27/2023,"('Xavier', '/teams/561234')",W 58-57 (1 OT),"('344', None)",3973202
12/03/2023,"('@ Michigan St.', '/teams/560894')",L 44-89,"('2,861', None)",3954421
12/06/2023,"('@ Eastern Ky.', '/teams/560737')",L 55-85,"('2,136', None)",3974313
12/09/2023,"('Dayton', '/teams/560708')",L 60-73,"('443', None)",3974756
12/16/2023,"('@ Michigan', '/teams/560896')",L 49-75,"('3,065', None)",3954289
12/21/2023,"('@ Oakland', '/teams/560991')",W 68-66 (1 OT),"('612', None)",3975951
12/30/2023,"('@ Austin Peay', '/teams/560605')",L 44-53,"('1,519', None)",3976230
01/03/2024,"('Toledo', '/teams/561161')",L 52-70,"('247', None)",3976834
01/06/2024,"('@ NIU', '/teams/560979')",L 48-58,"('422', None)",3977161
01/10/2024,"('Kent St.', '/teams/560833')",L 38-69,"('289', None)",3977822
01/13/2024,"('@ Western Mich.', '/teams/561217')",W 64-50,"('775', None)",3978100
01/17/2024,"('@ Eastern Mich.', '/teams/560739')",L 48-53,"('1,311', None)",3978634
01/20/2024,"('Bowling Green', '/teams/560623')",W 56-47,"('385', None)",3979245
01/24/2024,"('@ Ball St.', '/teams/560607')",L 56-91,"('1,569', None)",3979666
01/27/2024,"('@ Ohio', '/teams/560996')",L 55-71,"('741', None)",3980230
01/31/2024,"('Central Mich.', '/teams/560673')",L 59-64,"('361', None)",3980872
02/03/2024,"('@ Akron', '/teams/560576')",W 58-48,"('847', None)",3981114
02/07/2024,"('Buffalo', '/teams/560636')",L 43-49,"('510', None)",3981878
02/10/2024,"('Georgia St.', '/teams/560770')",W 80-63,"('346', None)",4546532
02/17/2024,"('Western Mich.', '/teams/561217')",W 58-50,"('1,472', None)",3983245
02/21/2024,"('@ Toledo', '/teams/561161')",L 36-68,"('3,651', None)",3983565
02/24/2024,"('Eastern Mich.', '/teams/560739')",W 48-37,"('1,529', None)",3983903
02/28/2024,"('@ Central Mich.', '/teams/560673')",L 73-76 (2 OT),"('1,095', None)",3984138
03/02/2024,"('@ Bowling Green', '/teams/560623')",L 47-66,"('1,996', None)",3984373
03/06/2024,"('NIU', '/teams/560979')",L 46-56,"('434', None)",3984646
03/09/2024,"('Ohio', '/teams/560996')",W 68-64,"('649', None)",3984702
11/09/2023,"('Jacksonville', '/teams/560825')",W 81-53,"('3,851', None)",3970497
11/12/2023,"('Fordham', '/teams/560759')",W 78-39,"('2,515', None)",3971208
11/17/2023,"('Southern U.', '/teams/561111')",W 61-57,"('2,188', None)",3971736
11/24/2023,"('Colgate 23-24 WBB Miami Thanksgiving Tournament', '/teams/560686')",W 67-49,"('2,169', None)",3972759
11/26/2023,"('ETSU 23-24 WBB Miami Thanksgiving Tournament', '/teams/560730')",W 68-44,"('2,038', None)",3996079
11/29/2023,"('@ Mississippi St.', '/teams/560902')",W 74-68,"('5,135', None)",3973428
12/03/2023,"('NJIT', '/teams/560944')",W 87-43,"('2,629', None)",3974089
12/08/2023,"('DePaul', '/teams/560710')",W 75-70,"('2,172', None)",3974603
12/16/2023,"('Baylor @San Antonio, Texas', '/teams/560611')",L 57-75,"('2,279', None)",3975310
12/20/2023,"('Jackson St.', '/teams/560821')",W 59-52,"('2,117', None)",3975926
12/28/2023,"('Alabama St.', '/teams/560580')",W 81-36,"('2,227', None)",3976056
12/31/2023,"('Louisville', '/teams/560854')",L 72-77,"('2,120', None)",3976550
01/04/2024,"('@ Boston College', '/teams/560619')",L 64-70,"('819', None)",3976974
01/07/2024,"('Wake Forest', '/teams/561201')",W 77-47,"('2,269', None)",3977513
01/11/2024,"('@ Virginia Tech', '/teams/561196')",L 52-76,"('4,672', None)",3977981
01/14/2024,"('@ Notre Dame', '/teams/560990')",L 59-70,"('5,905', None)",3978510
01/18/2024,"('NC State', '/teams/560962')",W 73-59,"('2,366', None)",3978950
01/25/2024,"('@ North Carolina', '/teams/560927')",L 61-66,"('2,530', None)",3980004
01/28/2024,"('Duke', '/teams/560724')",W 64-58,"('3,112', None)",3980549
02/01/2024,"('@ Wake Forest', '/teams/561201')",W 72-54,"('811', None)",3980991
02/04/2024,"('@ Florida St.', '/teams/560754')",L 68-75,"('2,277', None)",3981544
02/08/2024,"('Clemson', '/teams/560679')",W 75-72 (1 OT),"('2,391', None)",3981979
02/11/2024,"('@ Georgia Tech', '/teams/560771')",W 62-60,"('2,214', None)",3982588
02/15/2024,"('Syracuse', '/teams/561132')",L 60-71,"('2,310', None)",3982959
02/18/2024,"('Florida St.', '/teams/560754')",L 68-74,"('3,584', None)",3983509
02/22/2024,"('@ Virginia', '/teams/561198')",L 60-77,"('3,968', None)",3983759
02/25/2024,"('@ Clemson', '/teams/560679')",W 56-50,"('1,111', None)",3984078
02/29/2024,"('Pittsburgh', '/teams/561019')",W 62-44,"('2,325', None)",3984287
03/03/2024,"('Georgia Tech', '/teams/560771')",L 66-71 (1 OT),"('2,739', None)",3984597
03/07/2024,"('#8 North Carolina @Greensboro, NC (23-24 WBB ACC Tournament)', '/teams/560927')",W 60-59,"('10,823', None)",5246878
03/08/2024,"('#1 Virginia Tech @Greensboro, NC (23-24 WBB ACC Tournament)', '/teams/561196')",L 47-55,"('15,202', None)",5246874
11/08/2023,"('Oakland', '/teams/560991')",W 87-62,"('2,596', None)",3954415
11/12/2023,"('Wright St.', '/teams/561231')",W 99-55,"('3,137', None)",3954417
11/16/2023,"('Detroit Mercy', '/teams/560719')",W 105-44,"('2,936', None)",4470221
11/19/2023,"('Evansville', '/teams/560743')",W 105-49,"('3,107', None)",3954418
11/23/2023,"('James Madison @Puerto Aventuras, MEX (23-24 WBB Cancun Challenge)', '/teams/560827')",W 95-69,"('197', None)",3954424
11/24/2023,"('Creighton @Puerto Aventuras, MEX (23-24 WBB Cancun Challenge)', '/teams/560701')",L 69-83,"('250', None)",3954425
11/30/2023,"('@ DePaul', '/teams/560710')",W 102-64,"('1,174', None)",3954420
12/03/2023,"('Miami (OH)', '/teams/560888')",W 89-44,"('2,861', None)",3954421
12/09/2023,"('Nebraska', '/teams/560934')",L 74-80,"('3,194', None)",3953930
12/17/2023,"('Central Mich.', '/teams/560673')",W 91-67,"('4,340', None)",3954423
12/20/2023,"('Richmond @Cherokee, NC (23-24 WBB Cherokee Invitational)', '/teams/561043')",W 83-76,"('1,036', None)",3954426
12/21/2023,"('Coastal Carolina @Cherokee, NC (23-24 WBB Cherokee Invitational)', '/teams/560684')",W 105-66,"('723', None)",3996244
12/30/2023,"('@ Penn St.', '/teams/561013')",W 98-87,"('2,967', None)",3954342
01/02/2024,"('@ Iowa', '/teams/560818')",L 73-76,"('14,998', None)",3953895
01/09/2024,"('Maryland', '/teams/560876')",W 74-69,"('2,886', None)",3954429
01/14/2024,"('@ Ohio St.', '/teams/560993')",L 65-70,"('7,601', None)",3954394
01/17/2024,"('Northwestern', '/teams/560987')",W 91-72,"('2,816', None)",3954430
01/20/2024,"('@ Minnesota', '/teams/560900')",L 50-69,"('5,020', None)",3954253
01/24/2024,"('Purdue', '/teams/561032')",W 97-70,"('3,096', None)",3954040
01/27/2024,"('Michigan', '/teams/560896')",W 82-61,"('9,385', None)",3954295
01/30/2024,"('@ Rutgers', '/teams/561048')",W 82-64,"('1,409', None)",3954228
02/05/2024,"('Minnesota', '/teams/560900')",W 76-65,"('3,154', None)",3954256
02/08/2024,"('@ Indiana', '/teams/560811')",L 91-94,"('8,580', None)",3954431
02/11/2024,"('Ohio St.', '/teams/560993')",L 71-86,"('5,753', None)",3954398
02/18/2024,"('@ Michigan', '/teams/560896')",W 70-66,"('10,461', None)",3954298
02/21/2024,"('@ Purdue', '/teams/561032')",W 68-59,"('3,856', None)",3954046
02/24/2024,"('Rutgers', '/teams/561048')",W 93-57,"('7,696', None)",3954233
02/29/2024,"('Illinois', '/teams/560805')",W 87-70,"('3,392', None)",3954432
03/03/2024,"('@ Wisconsin', '/teams/561227')",W 78-52,"('4,542', None)",3954433
03/08/2024,"('#5 Nebraska @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/560934')",L 61-73,"('18,481', None)",5249232
03/22/2024,"('#8 North Carolina @Columbia, SC (23-24 WBB NCAA Division I Tournament)', '/teams/560927')",L 56-59,"('11,536', None)",5254159
11/06/2023,"('Purdue Fort Wayne', '/teams/560812')",W 80-61,"('2,389', None)",3954264
11/14/2023,"('Oakland', '/teams/560991')",W 80-39,"('2,307', None)",3954265
11/18/2023,"('Middle Tenn. @Nassau, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560898')",W 63-49,"('393', None)",3954266
11/19/2023,"('South Dakota @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/561093')",W 70-52,"('222', None)",3984849
11/20/2023,"('Ole Miss @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560906')",L 49-60,"('124', None)",3984844
11/24/2023,"('Eastern Mich.', '/teams/560739')",W 80-44,"('4,052', None)",3954267
11/29/2023,"('SIUE', '/teams/561105')",W 103-59,"('2,145', None)",3954268
12/02/2023,"('@ Harvard', '/teams/560784')",W 80-66,"('1,636', None)",3954269
12/06/2023,"('@ Toledo', '/teams/561161')",L 46-69,"('7,082', None)",3954287
12/10/2023,"('@ Illinois', '/teams/560805')",W 84-48,"('3,763', None)",3954575
12/16/2023,"('Miami (OH)', '/teams/560888')",W 75-49,"('3,065', None)",3954289
12/20/2023,"('Florida @Charlotte, NC (23-24 WBB Jumpman Invitational)', '/teams/560757')",L 65-82,"('7,027', None)",3954290
12/22/2023,"('Florida A&M', '/teams/560749')",W 77-35,"('2,308', None)",3954291
12/30/2023,"('Ohio St.', '/teams/560993')",W 69-60,"('8,078', None)",3954292
01/04/2024,"('@ Indiana', '/teams/560811')",L 59-80,"('8,723', None)",3954293
01/09/2024,"('Minnesota', '/teams/560900')",L 66-82,"('2,112', None)",3954251
01/13/2024,"('Wisconsin', '/teams/561227')",W 76-52,"('4,906', None)",3954159
01/17/2024,"('@ Nebraska', '/teams/560934')",L 43-62,"('4,398', None)",3953938
01/21/2024,"('@ Rutgers', '/teams/561048')",W 56-50,"('4,647', None)",3954227
01/24/2024,"('Maryland', '/teams/560876')",W 79-77 (1 OT),"('2,586', None)",3954294
01/27/2024,"('@ Michigan St.', '/teams/560894')",L 61-82,"('9,385', None)",3954295
01/31/2024,"('Illinois', '/teams/560805')",L 64-77,"('2,522', None)",3954296
02/03/2024,"('@ Penn St.', '/teams/561013')",W 80-75,"('4,745', None)",3954297
02/06/2024,"('Nebraska', '/teams/560934')",L 59-65,"('2,113', None)",3953942
02/10/2024,"('Rutgers', '/teams/561048')",W 86-58,"('4,238', None)",3954230
02/15/2024,"('@ Iowa', '/teams/560818')",L 89-106,"('14,998', None)",3953907
02/18/2024,"('Michigan St.', '/teams/560894')",L 66-70,"('10,461', None)",3954298
02/24/2024,"('@ Northwestern', '/teams/560987')",W 74-60,"('2,942', None)",3954299
02/28/2024,"('@ Ohio St.', '/teams/560993')",L 51-67,"('10,895', None)",3954300
03/03/2024,"('Purdue', '/teams/561032')",W 64-60,"('3,202', None)",3954049
03/07/2024,"('#11 Minnesota @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/560900')",W 76-57,"('18,392', None)",5249239
03/08/2024,"('#3 Indiana @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/560811')",W 69-56,"('18,575', None)",5249234
03/09/2024,"('#2 Iowa @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/560818')",L 68-95,"('18,746', None)",5249230
03/23/2024,"('#8 Kansas @Los Angeles, CA (23-24 WBB NCAA Division I Tournament)', '/teams/560831')",L 72-81 (1 OT),"('4,318', None)",5254183
11/06/2023,"('Memphis', '/teams/560884')",W 67-47,"('3,505', None)",3970185
11/09/2023,"('Florida A&M', '/teams/560749')",W 93-48,"('6,000', None)",3970483
11/12/2023,"('Princeton', '/teams/561027')",L 60-65,"('3,015', None)",3971127
11/18/2023,"('Michigan @Nassau, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560896')",L 49-63,"('393', None)",3954266
11/19/2023,"('DePaul @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560710')",W 71-69,"('400', None)",3984851
11/20/2023,"('Memphis @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560884')",W 64-57,"('113', None)",3984846
11/26/2023,"('@ SIUE', '/teams/561105')",W 81-74,"('303', None)",3973084
11/29/2023,"('@ Houston', '/teams/560794')",W 70-45,"('698', None)",3973457
12/03/2023,"('@ Belmont', '/teams/560553')",L 57-71,"('1,365', None)",3974080
12/06/2023,"('Tennessee @Huntsville, AL', '/teams/561142')",W 73-62,"('5,015', None)",3974305
12/10/2023,"('@ Tennessee Tech', '/teams/561138')",W 63-47,"('1,107', None)",3974958
12/17/2023,"('SFA', '/teams/561125')",W 72-47,"('3,359', None)",3975499
12/20/2023,"('Northern Ky.', '/teams/560984')",W 83-42,"('3,314', None)",3975821
12/30/2023,"('@ Grand Canyon', '/teams/561248')",L 59-68,"('623', None)",3976364
01/10/2024,"('@ Louisiana Tech', '/teams/560852')",W 64-61 (1 OT),"('1,632', None)",3977725
01/13/2024,"('@ Sam Houston', '/teams/561066')",W 87-55,"('396', None)",3978395
01/18/2024,"('UTEP', '/teams/561157')",W 81-70,"('3,313', None)",3978857
01/20/2024,"('New Mexico St.', '/teams/560946')",W 85-48,"('3,605', None)",3979072
01/24/2024,"('@ Jacksonville St.', '/teams/560823')",W 66-45,"('1,024', None)",3979779
01/27/2024,"('@ FIU', '/teams/560753')",W 92-62,"('325', None)",3980106
02/03/2024,"('Western Ky.', '/teams/561215')",W 80-48,"('4,806', None)",3981105
02/08/2024,"('Liberty', '/teams/560844')",W 81-55,"('4,505', None)",3981988
02/10/2024,"('FIU', '/teams/560753')",W 73-54,"('4,428', None)",3982111
02/15/2024,"('@ New Mexico St.', '/teams/560946')",W 73-37,"('1,045', None)",3982866
02/17/2024,"('@ UTEP', '/teams/561157')",W 56-41,"('1,411', None)",3983375
02/21/2024,"('Jacksonville St.', '/teams/560823')",W 66-40,"('3,613', None)",3983545
02/24/2024,"('@ Western Ky.', '/teams/561215')",W 59-41,"('2,015', None)",3983981
03/02/2024,"('Sam Houston', '/teams/561066')",W 93-62,"('3,712', None)",3984491
03/06/2024,"('@ Liberty', '/teams/560844')",W 67-52,"('980', None)",3984643
03/09/2024,"('Louisiana Tech', '/teams/560852')",W 79-58,"('4,227', None)",3984685
03/13/2024,"('#8 UTEP @Huntsville, AL (23-24 WBB CUSA Tournament)', '/teams/561157')",W 78-50,"('2,565', None)",5250281
03/15/2024,"('#4 Louisiana Tech @Huntsville, AL (23-24 WBB CUSA Tournament)', '/teams/560852')",W 62-56,"('2,701', None)",5250278
03/16/2024,"('#2 Liberty @Huntsville, AL (23-24 WBB CUSA Tournament)', '/teams/560844')",W 67-51,"('4,301', None)",5250277
03/22/2024,"('#6 Louisville @Baton Rouge, LA (23-24 WBB NCAA Division I Tournament)', '/teams/560854')",W 71-69,"('12,957', None)",5254164
03/24/2024,"('@#3 LSU 23-24 WBB NCAA Division I Tournament', '/teams/560850')",L 56-83,"('12,632', None)",5254198
11/08/2023,"('LIU', '/teams/560846')",W 92-57,"('3,141', None)",3954236
11/12/2023,"('Chicago St.', '/teams/560675')",W 100-42,"('2,856', None)",3954237
11/15/2023,"('North Dakota St.', '/teams/560965')",W 75-53,"('2,816', None)",3954239
11/19/2023,"('UConn', '/teams/560694')",L 44-62,"('10,869', None)",3954240
11/22/2023,"('CSUN', '/teams/560650')",W 84-31,"('2,728', None)",3954241
11/26/2023,"('Stony Brook', '/teams/561130')",W 67-54,"('3,122', None)",3954242
11/29/2023,"('Norfolk St.', '/teams/560957')",W 74-43,"('2,820', None)",3954243
12/02/2023,"('Drake', '/teams/560720')",W 94-88 (2 OT),"('4,578', None)",3954244
12/06/2023,"('@ Kentucky', '/teams/560835')",W 76-57,"('3,386', None)",3954245
12/10/2023,"('Purdue', '/teams/561032')",W 60-58,"('3,834', None)",3954032
12/13/2023,"('Grambling', '/teams/560778')",W 96-64,"('5,291', None)",3954246
12/21/2023,"('Lindenwood', '/teams/561261')",W 100-45,"('3,069', None)",3954247
12/30/2023,"('@ Iowa', '/teams/560818')",L 71-94,"('14,998', None)",3953894
01/03/2024,"('Maryland', '/teams/560876')",L 64-72,"('3,587', None)",3954250
01/09/2024,"('@ Michigan', '/teams/560896')",W 82-66,"('2,112', None)",3954251
01/14/2024,"('Nebraska', '/teams/560934')",W 62-58,"('5,958', None)",3953937
01/17/2024,"('@ Indiana', '/teams/560811')",L 62-85,"('7,977', None)",3954252
01/20/2024,"('Michigan St.', '/teams/560894')",W 69-50,"('5,020', None)",3954253
01/23/2024,"('@ Wisconsin', '/teams/561227')",L 56-59,"('4,191', None)",3954160
01/28/2024,"('@ Illinois', '/teams/560805')",L 68-73,"('4,788', None)",3954254
01/31/2024,"('Penn St.', '/teams/561013')",L 64-80,"('3,319', None)",3954255
02/05/2024,"('@ Michigan St.', '/teams/560894')",L 65-76,"('3,154', None)",3954256
02/08/2024,"('Ohio St.', '/teams/560993')",L 47-71,"('3,572', None)",3954257
02/13/2024,"('@ Rutgers', '/teams/561048')",L 73-81,"('1,511', None)",3954231
02/17/2024,"('Northwestern', '/teams/560987')",W 88-63,"('4,882', None)",3954258
02/20/2024,"('Wisconsin', '/teams/561227')",L 56-67,"('4,559', None)",3954259
02/24/2024,"('@ Nebraska', '/teams/560934')",L 51-70,"('7,101', None)",3953946
02/28/2024,"('Iowa', '/teams/560818')",L 60-108,"('14,625', None)",3953910
03/03/2024,"('@ Penn St.', '/teams/561013')",L 34-90,"('2,830', None)",3954260
03/06/2024,"('#14 Rutgers @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/561048')",W 77-69,"('18,392', None)",5249241
03/07/2024,"('#6 Michigan @Minneapolis, MN (23-24 WBB Big Ten Tournament)', '/teams/560896')",L 57-76,"('18,392', None)",5249239
03/26/2024,"('Pacific 23-24 WBB WNIT', '/teams/561009')",W 77-62,"('1,140', None)",5254411
03/29/2024,"('North Dakota St. 23-24 WBB WNIT', '/teams/560965')",W 69-65,"('2,367', None)",5254409
04/01/2024,"('@ Wyoming 23-24 WBB WNIT', '/teams/561233')",W 65-54,"('3,710', None)",5254229
04/03/2024,"('@ Troy 23-24 WBB WNIT', '/teams/561165')",W 74-69,"('4,333', None)",5254227
04/06/2024,"('@ Saint Louis 23-24 WBB WNIT', '/teams/561062')",L 50-69,"('1,545', None)",5254226
11/06/2023,"('Alcorn', '/teams/560588')",W 77-42,"('4,452', None)",3970292
11/10/2023,"('Southeastern La.', '/teams/561099')",W 67-46,"('4,531', None)",3970723
11/12/2023,"('Jacksonville St.', '/teams/560823')",W 84-45,"('4,354', None)",3971207
11/15/2023,"('New Orleans', '/teams/560950')",W 87-26,"('6,427', None)",3971447
11/19/2023,"('@ Belmont', '/teams/560553')",W 63-62,"('1,307', None)",3972185
11/24/2023,"('Clemson @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/560679')",W 81-78,"('257', None)",3972700
11/25/2023,"('Ark.-Pine Bluff @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/561256')",W 77-68,"('545', None)",3972824
11/26/2023,"('Tulsa @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/561173')",W 102-58,"('257', None)",3973088
11/29/2023,"('Miami (FL)', '/teams/560890')",L 68-74,"('5,135', None)",3973428
12/03/2023,"('@ Chattanooga', '/teams/561140')",L 53-59,"('2,170', None)",3974132
12/11/2023,"('Kennesaw St.', '/teams/561250')",W 91-50,"('4,085', None)",3975042
12/14/2023,"('Jackson St.', '/teams/560821')",W 82-72,"('4,423', None)",3975211
12/17/2023,"('@ Memphis', '/teams/560884')",W 81-63,"('1,636', None)",3975503
12/20/2023,"('@ Colorado St.', '/teams/560688')",W 82-75,"('2,126', None)",3975906
12/29/2023,"('Mississippi Val.', '/teams/560904')",W 99-35,"('4,772', None)",3976184
01/04/2024,"('Vanderbilt', '/teams/561187')",L 66-71,"('4,261', None)",3976956
01/07/2024,"('@ South Carolina', '/teams/561087')",L 66-85,"('15,751', None)",3977502
01/11/2024,"('@ Arkansas', '/teams/560599')",W 66-63,"('2,627', None)",3977980
01/14/2024,"('Ole Miss', '/teams/560906')",W 69-57,"('7,101', None)",3978545
01/18/2024,"('Tennessee', '/teams/561142')",L 64-75,"('5,507', None)",3978946
01/22/2024,"('@ Florida', '/teams/560757')",W 89-77,"('1,587', None)",3979585
01/29/2024,"('LSU', '/teams/560850')",W 77-73,"('9,121', None)",3980592
02/01/2024,"('@ Kentucky', '/teams/560835')",W 77-74 (1 OT),"('3,743', None)",3981003
02/04/2024,"('@ Texas A&M', '/teams/561146')",W 74-63,"('4,072', None)",3981578
02/08/2024,"('Georgia', '/teams/560774')",W 76-57,"('6,137', None)",3981992
02/11/2024,"('Florida', '/teams/560757')",L 70-90,"('6,097', None)",3982590
02/18/2024,"('@ Ole Miss', '/teams/560906')",L 71-75 (1 OT),"('4,736', None)",3983507
02/22/2024,"('Kentucky', '/teams/560835')",L 68-78,"('5,975', None)",3983738
02/25/2024,"('@ Alabama', '/teams/560582')",L 75-87,"('2,980', None)",3984081
02/29/2024,"('@ Auburn', '/teams/560603')",L 60-77,"('2,818', None)",3984299
03/03/2024,"('Missouri', '/teams/560907')",W 90-75,"('6,297', None)",3984596
03/07/2024,"('#9 Texas A&M @Greenville, SC (23-24 WBB SEC Tournament)', '/teams/561146')",L 56-72,"('6,144', None)",5249593
03/21/2024,"('Georgia Tech 23-24 WBB WBIT', '/teams/560771')",W 84-47,"('1,683', None)",5254267
03/24/2024,"('#3 TCU 23-24 WBB WBIT', '/teams/561148')",W 68-61,"('1,607', None)",5254250
03/28/2024,"('@#1 Penn St. 23-24 WBB WBIT', '/teams/561013')",L 87-92,"('1,823', None)",5254242
11/06/2023,"('@ Utah', '/teams/561183')",L 45-104,"('3,830', None)",3970240
11/12/2023,"('@ LSU', '/teams/560850')",L 47-109,"('10,720', None)",3971183
11/16/2023,"('@ McNeese 23-24 WBB McNeese MTE', '/teams/560882')",W 85-82,"('1,698', None)",3971681
11/17/2023,"('ULM @Lake Charles, LA (23-24 WBB McNeese MTE)', '/teams/560971')",L 62-73,"('150', None)",3971723
11/18/2023,"('Milwaukee @Lake Charles, LA (23-24 WBB McNeese MTE)', '/teams/561229')",L 61-67,"('150', None)",3971976
11/24/2023,"('@ South Carolina', '/teams/561087')",L 19-101,"('14,558', None)",3972727
11/27/2023,"('Lipscomb', '/teams/560559')",L 55-64,"('1,265', None)",3973185
11/29/2023,"('@ UAB', '/teams/560584')",L 56-88,"('310', None)",3973417
12/04/2023,"('@ New Mexico', '/teams/560948')",L 45-68,"('4,514', None)",3974176
12/12/2023,"('@ Ole Miss', '/teams/560906')",L 56-84,"('2,443', None)",3975095
12/18/2023,"('@ Texas A&M', '/teams/561146')",L 45-95,"('3,439', None)",3975675
12/29/2023,"('@ Mississippi St.', '/teams/560902')",L 35-99,"('4,772', None)",3976184
12/31/2023,"('@ Alabama', '/teams/560582')",L 26-91,"('2,036', None)",3976522
01/06/2024,"('Alabama St.', '/teams/560580')",L 54-57,"('2,305', None)",3977443
01/08/2024,"('Alabama A&M', '/teams/560578')",L 67-83,"('1,974', None)",3977542
01/13/2024,"('@ Prairie View', '/teams/561025')",L 69-83,"('0', None)",3978434
01/15/2024,"('@ Texas Southern', '/teams/561149')",W 70-69,"('347', None)",3978578
01/20/2024,"('Bethune-Cookman', '/teams/560613')",L 57-76,"('2,012', None)",3979482
01/22/2024,"('Florida A&M', '/teams/560749')",L 55-62,"('1,025', None)",3979573
01/27/2024,"('@ Grambling', '/teams/560778')",L 71-81,"('1,068', None)",3980435
01/29/2024,"('@ Southern U.', '/teams/561111')",L 45-64,"('1,586', None)",3980579
02/03/2024,"('Ark.-Pine Bluff', '/teams/561256')",L 60-76,"('1,409', None)",3981496
02/10/2024,"('Jackson St.', '/teams/560821')",L 54-70,"('2,209', None)",3982509
02/12/2024,"('Alcorn', '/teams/560588')",L 65-70,"('2,025', None)",3982604
02/17/2024,"('@ Alabama A&M', '/teams/560578')",L 51-64,"('1,003', None)",3983120
02/19/2024,"('@ Alabama St.', '/teams/560580')",W 67-59,"('1,129', None)",3983520
02/24/2024,"('Texas Southern', '/teams/561149')",W 71-65,"('1,500', None)",3984034
02/26/2024,"('Prairie View', '/teams/561025')",L 63-69,"('1,258', None)",3984088
03/02/2024,"('@ Ark.-Pine Bluff', '/teams/561256')",L 57-78,"('2,143', None)",3984557
03/07/2024,"('@ Alcorn', '/teams/560588')",L 48-63,"('256', None)",3984662
03/09/2024,"('@ Jackson St.', '/teams/560821')",L 59-77,"('3,170', None)",3984722
11/06/2023,"('Queens (NC)', '/teams/561260')",W 91-44,"('7,196', None)",3970213
11/09/2023,"('Oklahoma', '/teams/560999')",L 70-80,"('3,070', None)",3970481
11/15/2023,"('Temple', '/teams/561135')",W 80-63,"('2,335', None)",3971429
11/18/2023,"('Howard @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560797')",W 67-54,"('284', None)",3971899
11/19/2023,"('Arizona @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560595')",W 56-47,"('207', None)",3984848
11/20/2023,"('Michigan @Paradise Island, Bahamas (23-24 WBB Battle 4 Atlantis)', '/teams/560896')",W 60-49,"('124', None)",3984844
11/25/2023,"('Little Rock', '/teams/560601')",W 58-45,"('2,258', None)",3972803
11/29/2023,"('Louisville', '/teams/560854')",L 58-64,"('2,694', None)",3973509
12/02/2023,"('@ Southern Miss.', '/teams/561109')",L 59-61,"('2,653', None)",3973889
12/12/2023,"('Mississippi Val.', '/teams/560904')",W 84-56,"('2,443', None)",3975095
12/18/2023,"('@ South Alabama', '/teams/561083')",W 64-41,"('617', None)",3975582
12/21/2023,"('@ Ark.-Pine Bluff', '/teams/561256')",W 62-47,"('2,246', None)",3975952
12/30/2023,"('Alcorn', '/teams/560588')",W 76-37,"('2,266', None)",3976201
01/04/2024,"('@ Alabama', '/teams/560582')",W 55-45,"('2,140', None)",3976841
01/07/2024,"('LSU', '/teams/560850')",L 73-84,"('9,074', None)",3977509
