,Quarter,text,team,gameID,Date,Player,WL
4,1,"Vitolia Tuilave, jumpball lost",Wofford,3983657,02/22/2024,Vitolia Tuilave,jumpball lost
3,1,"Evangelia Paulk, jumpball won",Wofford,3983805,02/24/2024,Evangelia Paulk,jumpball won
4,1,"Mackenzie Johnson, jumpball lost",Mercer,3983805,02/24/2024,Mackenzie Johnson,jumpball lost
3,1,"Evangelia Paulk, jumpball lost",Wofford,3984303,02/29/2024,Evangelia Paulk,jumpball lost
4,1,"Meghan Downing, jumpball won",ETSU,3984303,02/29/2024,Meghan Downing,jumpball won
3,1,"Karsen Murphy, jumpball lost",Chattanooga,3984492,03/02/2024,Karsen Murphy,jumpball lost
4,1,"Evangelia Paulk, jumpball won",Wofford,3984492,03/02/2024,Evangelia Paulk,jumpball won
3,1,"Evangelia Paulk, jumpball won",Wofford,5249780,03/07/2024,Evangelia Paulk,jumpball won
4,1,"Emily Bowman, jumpball lost",Samford,5249780,03/07/2024,Emily Bowman,jumpball lost
3,1,"Khalis Cain, jumpball won",UNC Greensboro,5249775,03/08/2024,Khalis Cain,jumpball won
4,1,"Evangelia Paulk, jumpball lost",Wofford,5249775,03/08/2024,Evangelia Paulk,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3970348,11/07/2023,Rebekah Gordon,jumpball won
4,1,"Elle Sutphin, jumpball lost",Davidson,3970348,11/07/2023,Elle Sutphin,jumpball lost
3,1,"Amiya Joyner, jumpball won",East Carolina,3970512,11/09/2023,Amiya Joyner,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3970512,11/09/2023,Rebekah Gordon,jumpball lost
3,1,"Ajae Petty, jumpball won",Kentucky,3970793,11/11/2023,Ajae Petty,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3970793,11/11/2023,Rebekah Gordon,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3971391,11/14/2023,Rebekah Gordon,jumpball won
4,1,"Aleysha Hill, jumpball lost",Lees-McRae,3971391,11/14/2023,Aleysha Hill,jumpball lost
3,1,"Rebekah Gordon, jumpball lost",USC Upstate,3971706,11/17/2023,Rebekah Gordon,jumpball lost
4,1,"Hawa Balde-Camara, jumpball won",Queens (NC),3971706,11/17/2023,Hawa Balde-Camara,jumpball won
3,1,"Rebekah Gordon, jumpball lost",USC Upstate,3972342,11/20/2023,Rebekah Gordon,jumpball lost
4,1,"Jhaven Meade, jumpball won",South Carolina St.,3972342,11/20/2023,Jhaven Meade,jumpball won
3,1,"Rebekah Gordon, jumpball lost",USC Upstate,3972709,11/24/2023,Rebekah Gordon,jumpball lost
4,1,"Emma Trawally Porta, jumpball won",Detroit Mercy,3972709,11/24/2023,Emma Trawally Porta,jumpball won
3,1,"Emily Bowman, jumpball lost",Samford,3973527,11/30/2023,Emily Bowman,jumpball lost
4,1,"Rebekah Gordon, jumpball won",USC Upstate,3973527,11/30/2023,Rebekah Gordon,jumpball won
3,1,"Tyra Robinson, jumpball won",Western Caro.,3974214,12/05/2023,Tyra Robinson,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3974214,12/05/2023,Rebekah Gordon,jumpball lost
3,1,"Kate Johnson, jumpball won",Furman,3974626,12/09/2023,Kate Johnson,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3974626,12/09/2023,Rebekah Gordon,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3975594,12/18/2023,Rebekah Gordon,jumpball won
4,1,"Khalis Cain, jumpball lost",UNC Greensboro,3975594,12/18/2023,Khalis Cain,jumpball lost
3,1,"Kara Dunn, jumpball won",Georgia Tech,3975879,12/20/2023,Kara Dunn,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3975879,12/20/2023,Rebekah Gordon,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3976776,01/03/2024,Rebekah Gordon,jumpball won
4,1,"Nycerra Minnis, jumpball lost",UNC Asheville,3976776,01/03/2024,Nycerra Minnis,jumpball lost
3,1,"Rebekah Gordon, jumpball lost",USC Upstate,3977287,01/06/2024,Rebekah Gordon,jumpball lost
4,1,"Marissa Gasaway, jumpball won",Winthrop,3977287,01/06/2024,Marissa Gasaway,jumpball won
2,1,"Rebekah Gordon, jumpball lost",USC Upstate,3978093,01/13/2024,Rebekah Gordon,jumpball lost
3,1,"Kennedi Jackson, jumpball won",Charleston So.,3978093,01/13/2024,Kennedi Jackson,jumpball won
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3978652,01/17/2024,Rebekah Gordon,jumpball won
4,1,"Frances Ulysse, jumpball lost",Longwood,3978652,01/17/2024,Frances Ulysse,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3979378,01/20/2024,Rebekah Gordon,jumpball won
4,1,"Taniya Hanner, jumpball lost",Radford,3979378,01/20/2024,Taniya Hanner,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3979790,01/24/2024,Rebekah Gordon,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3979790,01/24/2024,Anna Hager,jumpball lost
3,1,"Rebekah Gordon, jumpball lost",USC Upstate,3980162,01/27/2024,Rebekah Gordon,jumpball lost
4,1,"Ramatoulaye Keita, jumpball won",Gardner-Webb,3980162,01/27/2024,Ramatoulaye Keita,jumpball won
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3980689,01/31/2024,Rebekah Gordon,jumpball won
4,1,"Bryanna Brady, jumpball lost",Presbyterian,3980689,01/31/2024,Bryanna Brady,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3981355,02/03/2024,Rebekah Gordon,jumpball won
4,1,"Taniya Hanner, jumpball lost",Radford,3981355,02/03/2024,Taniya Hanner,jumpball lost
465,5,"Taniya Hanner, jumpball won",Radford,3981355,02/03/2024,Taniya Hanner,jumpball won
466,5,"Isabell West, jumpball lost",USC Upstate,3981355,02/03/2024,Isabell West,jumpball lost
3,1,"Frances Ulysse, jumpball lost",Longwood,3981691,02/07/2024,Frances Ulysse,jumpball lost
4,1,"Rebekah Gordon, jumpball won",USC Upstate,3981691,02/07/2024,Rebekah Gordon,jumpball won
3,1,"Abigail Wilson, jumpball lost",UNC Asheville,3982399,02/10/2024,Abigail Wilson,jumpball lost
4,1,"Rebekah Gordon, jumpball won",USC Upstate,3982399,02/10/2024,Rebekah Gordon,jumpball won
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3982691,02/14/2024,Rebekah Gordon,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,3982691,02/14/2024,Nevaeh Zavala,jumpball lost
3,1,"Ramatoulaye Keita, jumpball won",Gardner-Webb,3983097,02/17/2024,Ramatoulaye Keita,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3983097,02/17/2024,Rebekah Gordon,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,3983556,02/21/2024,Rebekah Gordon,jumpball won
4,1,"Kennedi Jackson, jumpball lost",Charleston So.,3983556,02/21/2024,Kennedi Jackson,jumpball lost
5,1,"Marissa Gasaway, jumpball won",Winthrop,3983817,02/24/2024,Marissa Gasaway,jumpball won
6,1,"Isabell West, jumpball lost",USC Upstate,3983817,02/24/2024,Isabell West,jumpball lost
3,1,"Bryanna Brady, jumpball won",Presbyterian,3984201,02/28/2024,Bryanna Brady,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,3984201,02/28/2024,Rebekah Gordon,jumpball lost
3,1,"Rebekah Gordon, jumpball won",USC Upstate,5249225,03/07/2024,Rebekah Gordon,jumpball won
4,1,"Frances Ulysse, jumpball lost",Longwood,5249225,03/07/2024,Frances Ulysse,jumpball lost
3,1,"Taniya Hanner, jumpball won",Radford,5249222,03/09/2024,Taniya Hanner,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,5249222,03/09/2024,Rebekah Gordon,jumpball lost
3,1,"Zoe McCrary, jumpball won",Col. of Charleston,5254439,03/21/2024,Zoe McCrary,jumpball won
4,1,"Rebekah Gordon, jumpball lost",USC Upstate,5254439,03/21/2024,Rebekah Gordon,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3970226,11/06/2023,Tessa Miller,jumpball won
4,1,"Angelique Ngalakulondi, jumpball lost",Missouri,3970226,11/06/2023,Angelique Ngalakulondi,jumpball lost
3,1,"Zoesha Smith, jumpball won",Georgia,3970554,11/10/2023,Zoesha Smith,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3970554,11/10/2023,Tessa Miller,jumpball lost
3,1,"Tessa Miller, jumpball lost",Belmont,3971438,11/15/2023,Tessa Miller,jumpball lost
4,1,"Jayla Murray, jumpball won",Wichita St.,3971438,11/15/2023,Jayla Murray,jumpball won
3,1,"Jessika Carter, jumpball won",Mississippi St.,3972185,11/19/2023,Jessika Carter,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3972185,11/19/2023,Tessa Miller,jumpball lost
3,1,"Cameron Brink, jumpball won",Stanford,3972644,11/22/2023,Cameron Brink,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3972644,11/22/2023,Tessa Miller,jumpball lost
3,1,"Paige Mott, jumpball lost",Northwestern,3984867,11/24/2023,Paige Mott,jumpball lost
4,1,"Tessa Miller, jumpball won",Belmont,3984867,11/24/2023,Tessa Miller,jumpball won
3,1,"Tessa Miller, jumpball won",Belmont,3973317,11/29/2023,Tessa Miller,jumpball won
4,1,"Ja'Mia Hollings, jumpball lost",Troy,3973317,11/29/2023,Ja'Mia Hollings,jumpball lost
3,1,"Anastasiia Boldyreva, jumpball lost",Middle Tenn.,3974080,12/03/2023,Anastasiia Boldyreva,jumpball lost
4,1,"Tessa Miller, jumpball won",Belmont,3974080,12/03/2023,Tessa Miller,jumpball won
3,1,"Aleah Sorrentino, jumpball won",Lipscomb,3974325,12/06/2023,Aleah Sorrentino,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3974325,12/06/2023,Tessa Miller,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3975509,12/17/2023,Tessa Miller,jumpball won
4,1,"Prencis Harden, jumpball lost",Kennesaw St.,3975509,12/17/2023,Prencis Harden,jumpball lost
3,1,"Tessa Miller, jumpball lost",Belmont,3954630,12/22/2023,Tessa Miller,jumpball lost
4,1,"Taylor Thierry, jumpball won",Ohio St.,3954630,12/22/2023,Taylor Thierry,jumpball won
3,1,"Tessa Miller, jumpball won",Belmont,3996391,12/30/2023,Tessa Miller,jumpball won
4,1,"Jaida McCloud, jumpball lost",UIC,3996391,12/30/2023,Jaida McCloud,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,4470134,01/04/2024,Tessa Miller,jumpball won
4,1,"Kate Bullman, jumpball lost",Illinois St.,4470134,01/04/2024,Kate Bullman,jumpball lost
3,1,"Isis Fitch, jumpball lost",Bradley,3976986,01/06/2024,Isis Fitch,jumpball lost
4,1,"Tessa Miller, jumpball won",Belmont,3976986,01/06/2024,Tessa Miller,jumpball won
3,1,"Barbora Tomancova, jumpball won",Evansville,4470136,01/12/2024,Barbora Tomancova,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,4470136,01/12/2024,Tessa Miller,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3996096,01/14/2024,Tessa Miller,jumpball won
4,1,"Mya Glanton, jumpball lost",Indiana St.,3996096,01/14/2024,Mya Glanton,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3996129,01/19/2024,Tessa Miller,jumpball won
4,1,"Anna Miller, jumpball lost",Drake,3996129,01/19/2024,Anna Miller,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3996078,01/21/2024,Tessa Miller,jumpball won
4,1,"Shateah Wetering, jumpball lost",UNI,3996078,01/21/2024,Shateah Wetering,jumpball lost
3,1,"Tessa Miller, jumpball lost",Belmont,3996441,01/26/2024,Tessa Miller,jumpball lost
4,1,"Jade Masogayo, jumpball won",Missouri St.,3996441,01/26/2024,Jade Masogayo,jumpball won
3,1,"Tessa Miller, jumpball won",Belmont,3996477,01/28/2024,Tessa Miller,jumpball won
4,1,"Seairra Hughes, jumpball lost",Southern Ill.,3996477,01/28/2024,Seairra Hughes,jumpball lost
3,1,"Katelyn Young, jumpball lost",Murray St.,4470151,02/02/2024,Katelyn Young,jumpball lost
4,1,"Tessa Miller, jumpball won",Belmont,4470151,02/02/2024,Tessa Miller,jumpball won
3,1,"Jade Masogayo, jumpball won",Missouri St.,3996103,02/09/2024,Jade Masogayo,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3996103,02/09/2024,Tessa Miller,jumpball lost
3,1,"Seairra Hughes, jumpball won",Southern Ill.,3996481,02/11/2024,Seairra Hughes,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3996481,02/11/2024,Tessa Miller,jumpball lost
3,1,"Shateah Wetering, jumpball won",UNI,3996084,02/15/2024,Shateah Wetering,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3996084,02/15/2024,Tessa Miller,jumpball lost
3,1,"Anna Miller, jumpball won",Drake,3996136,02/17/2024,Anna Miller,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,3996136,02/17/2024,Tessa Miller,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3996306,02/22/2024,Tessa Miller,jumpball won
4,1,"Leah Earnest, jumpball lost",Valparaiso,3996306,02/22/2024,Leah Earnest,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3996318,02/25/2024,Tessa Miller,jumpball won
4,1,"Katelyn Young, jumpball lost",Murray St.,3996318,02/25/2024,Katelyn Young,jumpball lost
3,1,"Tessa Miller, jumpball lost",Belmont,3996115,03/01/2024,Tessa Miller,jumpball lost
4,1,"Mya Glanton, jumpball won",Indiana St.,3996115,03/01/2024,Mya Glanton,jumpball won
3,1,"Tessa Miller, jumpball won",Belmont,4470139,03/03/2024,Tessa Miller,jumpball won
4,1,"Maggie Hartwig, jumpball lost",Evansville,4470139,03/03/2024,Maggie Hartwig,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,3984584,03/07/2024,Tessa Miller,jumpball won
4,1,"Isis Fitch, jumpball lost",Bradley,3984584,03/07/2024,Isis Fitch,jumpball lost
3,1,"Kate Bullman, jumpball won",Illinois St.,4446591,03/09/2024,Kate Bullman,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,4446591,03/09/2024,Tessa Miller,jumpball lost
3,1,"Tessa Miller, jumpball won",Belmont,5250974,03/15/2024,Tessa Miller,jumpball won
4,1,"Jaida McCloud, jumpball lost",UIC,5250974,03/15/2024,Jaida McCloud,jumpball lost
3,1,"Jade Masogayo, jumpball won",Missouri St.,5250968,03/16/2024,Jade Masogayo,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,5250968,03/16/2024,Tessa Miller,jumpball lost
3,1,"Marie Kiefer, jumpball won",Ball St.,5254264,03/21/2024,Marie Kiefer,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,5254264,03/21/2024,Tessa Miller,jumpball lost
3,1,"Ali Brigham, jumpball won",Penn St.,5254249,03/25/2024,Ali Brigham,jumpball won
4,1,"Tessa Miller, jumpball lost",Belmont,5254249,03/25/2024,Tessa Miller,jumpball lost
3,1,"Elizabeth Kitley, jumpball won",Virginia Tech,3970244,11/06/2023,Elizabeth Kitley,jumpball won
4,1,"Claire Wyatt, jumpball lost",High Point,3970244,11/06/2023,Claire Wyatt,jumpball lost
3,1,"Claire Wyatt, jumpball won",High Point,3970942,11/11/2023,Claire Wyatt,jumpball won
4,1,"Nadiya Hairston, jumpball lost",Lees-McRae,3970942,11/11/2023,Nadiya Hairston,jumpball lost
3,1,"Jaelyn Talley, jumpball won",Stetson,3971389,11/14/2023,Jaelyn Talley,jumpball won
4,1,"Claire Wyatt, jumpball lost",High Point,3971389,11/14/2023,Claire Wyatt,jumpball lost
3,1,"Amaria McNear, jumpball won",High Point,3972685,11/23/2023,Amaria McNear,jumpball won
4,1,"Emma Johansson, jumpball lost",South Fla.,3972685,11/23/2023,Emma Johansson,jumpball lost
3,1,"Amaria McNear, jumpball lost",High Point,3972802,11/24/2023,Amaria McNear,jumpball lost
4,1,"Taylor Jones, jumpball won",Texas,3972802,11/24/2023,Taylor Jones,jumpball won
3,1,"Sandra Magolico, jumpball won",Arizona St.,3973021,11/25/2023,Sandra Magolico,jumpball won
4,1,"Amaria McNear, jumpball lost",High Point,3973021,11/25/2023,Amaria McNear,jumpball lost
3,1,"Kelis Carmon, jumpball lost",Johnson C. Smith,3973599,11/30/2023,Kelis Carmon,jumpball lost
4,1,"Amaria McNear, jumpball won",High Point,3973599,11/30/2023,Amaria McNear,jumpball won
3,1,"Amaria McNear, jumpball won",High Point,3974267,12/05/2023,Amaria McNear,jumpball won
4,1,"Kendyll Kinzer, jumpball lost",Colorado St.,3974267,12/05/2023,Kendyll Kinzer,jumpball lost
3,1,"Amaria McNear, jumpball lost",High Point,3974600,12/08/2023,Amaria McNear,jumpball lost
4,1,"Millie Prior, jumpball won",Davidson,3974600,12/08/2023,Millie Prior,jumpball won
3,1,"Makoye Diawara, jumpball won",Norfolk St.,3975674,12/18/2023,Makoye Diawara,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3975674,12/18/2023,Anna Hager,jumpball lost
543,5,"Amaria McNear, jumpball lost",High Point,3975674,12/18/2023,Amaria McNear,jumpball lost
544,5,"Makoye Diawara, jumpball won",Norfolk St.,3975674,12/18/2023,Makoye Diawara,jumpball won
3,1,"Christabel Ezumah, jumpball won",Campbell,3976024,12/21/2023,Christabel Ezumah,jumpball won
4,1,"Amaria McNear, jumpball lost",High Point,3976024,12/21/2023,Amaria McNear,jumpball lost
3,1,"Iycez Adams, jumpball won",Elon,3976455,12/30/2023,Iycez Adams,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,3976455,12/30/2023,Nevaeh Zavala,jumpball lost
3,1,"Amaria McNear, jumpball won",High Point,3976790,01/03/2024,Amaria McNear,jumpball won
4,1,"Taniya Hanner, jumpball lost",Radford,3976790,01/03/2024,Taniya Hanner,jumpball lost
3,1,"Anna Hager, jumpball lost",High Point,3977146,01/06/2024,Anna Hager,jumpball lost
4,1,"Ramatoulaye Keita, jumpball won",Gardner-Webb,3977146,01/06/2024,Ramatoulaye Keita,jumpball won
3,1,"Briauna Thompson, jumpball won",UNC Asheville,3977756,01/10/2024,Briauna Thompson,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3977756,01/10/2024,Anna Hager,jumpball lost
3,1,"Bryanna Brady, jumpball won",Presbyterian,3978782,01/17/2024,Bryanna Brady,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3978782,01/17/2024,Anna Hager,jumpball lost
3,1,"Kennedi Jackson, jumpball won",Charleston So.,3979372,01/20/2024,Kennedi Jackson,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3979372,01/20/2024,Anna Hager,jumpball lost
3,1,"Marissa Gasaway, jumpball won",Winthrop,3980505,01/27/2024,Marissa Gasaway,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3980505,01/27/2024,Anna Hager,jumpball lost
3,1,"Frances Ulysse, jumpball won",Longwood,3980688,01/31/2024,Frances Ulysse,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3980688,01/31/2024,Anna Hager,jumpball lost
3,1,"Bryanna Brady, jumpball won",Presbyterian,3981380,02/03/2024,Bryanna Brady,jumpball won
4,1,"Anna Hager, jumpball lost",High Point,3981380,02/03/2024,Anna Hager,jumpball lost
3,1,"Anna Hager, jumpball won",High Point,3981817,02/07/2024,Anna Hager,jumpball won
4,1,"Abigail Wilson, jumpball lost",UNC Asheville,3981817,02/07/2024,Abigail Wilson,jumpball lost
3,1,"Nevaeh Zavala, jumpball lost",High Point,3982544,02/10/2024,Nevaeh Zavala,jumpball lost
4,1,"Grace Pack, jumpball won",Gardner-Webb,3982544,02/10/2024,Grace Pack,jumpball won
3,1,"Taniya Hanner, jumpball won",Radford,3983311,02/17/2024,Taniya Hanner,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,3983311,02/17/2024,Nevaeh Zavala,jumpball lost
3,1,"Kennedi Jackson, jumpball won",Charleston So.,3983940,02/24/2024,Kennedi Jackson,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,3983940,02/24/2024,Nevaeh Zavala,jumpball lost
3,1,"Marissa Gasaway, jumpball won",Winthrop,3984191,02/28/2024,Marissa Gasaway,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,3984191,02/28/2024,Nevaeh Zavala,jumpball lost
449,5,"Nevaeh Zavala, jumpball lost",High Point,3984191,02/28/2024,Nevaeh Zavala,jumpball lost
451,5,"Marissa Gasaway, jumpball won",Winthrop,3984191,02/28/2024,Marissa Gasaway,jumpball won
3,1,"Amaria McNear, jumpball won",High Point,3984363,03/02/2024,Amaria McNear,jumpball won
4,1,"Frances Ulysse, jumpball lost",Longwood,3984363,03/02/2024,Frances Ulysse,jumpball lost
3,1,"Nevaeh Zavala, jumpball won",High Point,5249223,03/07/2024,Nevaeh Zavala,jumpball won
4,1,"Abigail Wilson, jumpball lost",UNC Asheville,5249223,03/07/2024,Abigail Wilson,jumpball lost
498,5,"Nevaeh Zavala, jumpball won",High Point,5249223,03/07/2024,Nevaeh Zavala,jumpball won
499,5,"Abigail Wilson, jumpball lost",UNC Asheville,5249223,03/07/2024,Abigail Wilson,jumpball lost
3,1,"Bryanna Brady, jumpball won",Presbyterian,5249221,03/09/2024,Bryanna Brady,jumpball won
4,1,"Nevaeh Zavala, jumpball lost",High Point,5249221,03/09/2024,Nevaeh Zavala,jumpball lost
3,1,"Nevaeh Zavala, jumpball lost",High Point,5254260,03/21/2024,Nevaeh Zavala,jumpball lost
4,1,"Camryn Taylor, jumpball won",Virginia,5254260,03/21/2024,Camryn Taylor,jumpball won
3,1,"Nabaweeyah McGill, jumpball won",A&M-Corpus Christi,3970334,11/07/2023,Nabaweeyah McGill,jumpball won
4,1,"Jade McAlister, jumpball lost",St. Thomas (TX),3970334,11/07/2023,Jade McAlister,jumpball lost
3,1,"Team, jumpball won",Texas A&M,3970484,11/09/2023,Team,jumpball won
4,1,"Tymberlin Criswell, jumpball lost",A&M-Corpus Christi,3970484,11/09/2023,Tymberlin Criswell,jumpball lost
3,1,"Nabaweeyah McGill, jumpball won",A&M-Corpus Christi,3971252,11/13/2023,Nabaweeyah McGill,jumpball won
4,1,"Madison Parham, jumpball lost",Schreiner,3971252,11/13/2023,Madison Parham,jumpball lost
3,1,"Nabaweeyah McGill, jumpball won",A&M-Corpus Christi,3971592,11/15/2023,Nabaweeyah McGill,jumpball won
4,1,"Elyssa Coleman, jumpball lost",UTSA,3971592,11/15/2023,Elyssa Coleman,jumpball lost
534,5,"Alecia Westbrook, jumpball lost",A&M-Corpus Christi,3971592,11/15/2023,Alecia Westbrook,jumpball lost
535,5,"Elyssa Coleman, jumpball won",UTSA,3971592,11/15/2023,Elyssa Coleman,jumpball won
3,1,"Lara Edmanson, jumpball lost",Santa Clara,3972511,11/21/2023,Lara Edmanson,jumpball lost
4,1,"Nabaweeyah McGill, jumpball won",A&M-Corpus Christi,3972511,11/21/2023,Nabaweeyah McGill,jumpball won
3,1,"Tiffany Tullis, jumpball won",Texas St.,3973073,11/26/2023,Tiffany Tullis,jumpball won
4,1,"Bruna Anguera, jumpball lost",A&M-Corpus Christi,3973073,11/26/2023,Bruna Anguera,jumpball lost
3,1,"Bruna Anguera, jumpball lost",A&M-Corpus Christi,3973807,12/02/2023,Bruna Anguera,jumpball lost
4,1,"Malia Fisher, jumpball won",Rice,3973807,12/02/2023,Malia Fisher,jumpball won
3,1,"Alecia Westbrook, jumpball won",A&M-Corpus Christi,3974279,12/05/2023,Alecia Westbrook,jumpball won
4,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3974279,12/05/2023,Charlotte O'Keefe,jumpball lost
5,1,"Alecia Westbrook, jumpball won",A&M-Corpus Christi,3975213,12/14/2023,Alecia Westbrook,jumpball won
6,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3975213,12/14/2023,Charlotte O'Keefe,jumpball lost
3,1,"Alecia Westbrook, jumpball won",A&M-Corpus Christi,3975704,12/19/2023,Alecia Westbrook,jumpball won
