#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
14.0,Soniyah Reed,G,17:43,,2,7,1,3,0,0,5,0,1,1,0,1,1,0,0,0,0,591905,591858,5735321
4.0,DaKiyah Sanders,G,27:12,,0,3,0,1,1,2,1,0,1,1,4,1,1,0,1,0,0,591905,591858,5735321
10.0,Jocelyn Tate,G,11:54,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,591905,591858,5735321
23.0,Kiana Wilson,G,7:38,,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,591905,591858,5735321
3.0,Monajah Ford,G,19:41,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591896,591751,5809690
10.0,Ali Hardwell,G,25:09,,1,2,1,1,0,0,3,2,4,6,0,3,0,0,0,0,0,591896,591751,5809690
24.0,Heaven Harper,C,12:14,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,591896,591751,5809690
0.0,Janiah Hinton,G,9:06,,2,5,1,3,0,0,5,0,2,2,1,0,0,0,2,0,0,591896,591751,5809690
9.0,Angie Juste-Jean,G,16:43,,10,10,1,1,2,2,23,1,0,1,0,2,1,0,0,0,0,591896,591751,5809690
1.0,Mekayla Lumpkin,G,14:51,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,591896,591751,5809690
4.0,Taniya McGowan,F,23:07,,4,10,0,3,0,0,8,0,3,3,0,2,2,0,2,0,0,591896,591751,5809690
21.0,Jhaven Meade,C,17:46,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,591896,591751,5809690
23.0,Jada Morgan,F,15:54,,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,591896,591751,5809690
12.0,Ariana Perry,G,3:59,,0,2,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,591896,591751,5809690
14.0,Shaunice Reed,G,27:10,,2,5,0,2,2,3,6,1,1,2,2,1,0,0,2,0,0,591896,591751,5809690
13.0,Rakyha Reid,F,6:45,,2,3,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,591896,591751,5809690
8.0,Kimora Smith,F,7:35,,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591896,591751,5809690
24.0,Jaelyn Acker,G,18:57,,0,2,0,1,0,0,0,0,4,4,1,0,1,0,0,0,0,591751,591896,5809690
2.0,Clare Coyle,F,33:02,,2,2,0,0,0,0,4,2,1,3,2,3,2,0,3,0,0,591751,591896,5809690
14.0,Hanna Hansson,F,8:10,,4,4,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,591751,591896,5809690
21.0,Niveya Henley,G,8:13,,1,3,0,0,0,2,2,0,1,1,0,1,0,0,2,0,0,591751,591896,5809690
1.0,Bella LaChance,G,8:18,,1,5,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,591751,591896,5809690
5.0,Raina McGowens,G,17:55,,3,3,1,1,5,6,12,0,0,0,0,2,0,0,1,0,0,591751,591896,5809690
20.0,Sydney Ryan,G,38:48,,6,9,4,5,0,0,16,1,4,5,0,5,0,0,3,0,0,591751,591896,5809690
10.0,Chantelle Stuart,G,30:09,,0,3,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,591751,591896,5809690
4.0,Tate Walters,G,36:28,,4,9,0,3,0,0,8,2,2,4,3,2,1,1,3,0,0,591751,591896,5809690
30.0,Jordyn Beaty,F,7:37,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591696,591929,5722058
4.0,Lani Cornfield,G,31:54,,2,6,0,2,5,6,9,1,4,5,6,2,2,0,5,1,0,591696,591929,5722058
2.0,Mallory Daly,G,0:34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591696,591929,5722058
23.0,Alexis Davis,F,24:35,,0,4,0,1,10,12,10,3,4,7,2,0,0,0,3,0,0,591696,591929,5722058
5.0,Sitota Gines,G,0:34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591696,591929,5722058
21.0,Terah Harness,G,38:06,,4,13,2,9,0,0,10,0,2,2,2,0,1,0,1,0,0,591696,591929,5722058
11.0,Kirsten Lewis-Williams,G,27:15,,5,8,1,1,3,4,14,1,5,6,1,1,1,0,4,0,0,591696,591929,5722058
12.0,Paula Lopez,G,12:24,,1,3,0,0,1,2,3,0,2,2,3,0,0,0,3,0,0,591696,591929,5722058
15.0,Ariana Seawell,C,19:09,,2,7,0,0,2,2,6,3,1,4,1,1,1,0,4,0,0,591696,591929,5722058
35.0,Chellia Watson,G,37:53,,9,23,4,7,6,12,28,2,10,12,1,3,2,0,3,0,0,591696,591929,5722058
2.0,Ashley Baez,G,26:21,,5,11,2,4,2,6,14,1,2,3,2,2,1,0,3,0,0,591929,591696,5722058
5.0,Zay Dyer,F,19:36,,5,8,1,2,0,2,11,2,6,8,0,1,0,0,5,1,0,591929,591696,5722058
35.0,Leilani Guion,G,17:02,,0,5,0,5,0,0,0,0,1,1,2,0,0,0,2,0,0,591929,591696,5722058
34.0,Emma Imevbore,F,13:41,,1,4,0,1,0,1,2,2,8,10,0,0,0,1,2,0,0,591929,591696,5722058
22.0,Brianna Jackson,F,20:43,,0,5,0,5,1,2,1,0,4,4,1,3,0,6,4,0,0,591929,591696,5722058
3.0,Emani Jenkins,G,7:35,,0,4,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,591929,591696,5722058
23.0,Adriana Jones,G,5:32,,1,2,1,2,0,0,3,0,0,0,0,1,0,0,1,0,0,591929,591696,5722058
24.0,Khila Morris,G,13:42,,3,5,0,1,0,0,6,0,2,2,2,1,0,0,3,0,0,591929,591696,5722058
12.0,Fortuna Ngnawo,F,16:18,,4,4,0,0,3,5,11,6,5,11,0,4,0,0,5,1,0,591929,591696,5722058
1.0,Briana Peguero,G,24:42,,5,7,5,7,0,0,15,0,0,0,0,2,2,0,2,0,0,591929,591696,5722058
42.0,Jamirica Roberson,F,7:21,,1,2,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,591929,591696,5722058
13.0,Shaulana Wagner,G,27:28,,4,12,1,5,4,5,13,2,5,7,4,3,0,0,2,0,0,591929,591696,5722058
20.0,Macey Blevins,G,25:29,,2,7,0,2,5,6,9,0,4,4,2,3,1,0,4,0,0,591851,591994,5729961
24.0,Madison French,G,8:53,,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,591851,591994,5729961
12.0,Anna Hamilton,G,32:10,,2,7,1,4,1,2,6,0,4,4,3,1,0,0,1,0,0,591851,591994,5729961
22.0,Noelle Hubert,G,14:29,,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,591851,591994,5729961
35.0,Halle Idowu,F,20:23,,7,9,3,4,1,3,18,2,1,3,1,2,0,0,3,0,0,591851,591994,5729961
21.0,Jaci Jones,G,22:58,,1,2,1,2,0,0,3,1,3,4,1,0,0,0,1,0,0,591851,591994,5729961
2.0,Kalissa Lacy,G,12:36,,1,5,0,3,0,0,2,0,1,1,2,1,1,0,2,0,0,591851,591994,5729961
11.0,Kamora Morgan,G,22:12,,2,6,0,3,0,0,4,0,4,4,1,6,0,0,2,0,0,591851,591994,5729961
33.0,Gabby Razzano,F,21:56,,3,5,3,5,2,2,11,0,6,6,2,1,0,0,1,0,0,591851,591994,5729961
14.0,Abby Wolterman,F,18:55,,2,5,1,1,0,0,5,1,2,3,2,0,0,0,2,0,0,591851,591994,5729961
21.0,Elina Arike,F,31:08,,3,8,1,4,5,5,12,2,7,9,2,0,1,0,2,0,0,591994,591851,5729961
1.0,Courtney Blakely,G,36:18,,4,15,2,7,5,6,15,2,2,4,3,0,2,0,2,0,0,591994,591851,5729961
2.0,Anastasiia Boldyreva,C,36:57,,6,13,0,0,3,3,15,5,4,9,2,1,1,2,2,0,0,591994,591851,5729961
14.0,Savannah Davis,G,9:05,,2,4,2,4,0,0,6,1,2,3,1,0,0,0,0,0,0,591994,591851,5729961
22.0,Jada Grannum,F,5:33,,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,591994,591851,5729961
10.0,Jalynn Gregory,G,38:01,,1,10,0,8,0,0,2,1,5,6,1,3,2,0,2,0,0,591994,591851,5729961
42.0,Stanislava Kabernick,F,1:21,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,591994,591851,5729961
11.0,Emily Monson,G,7:07,,1,1,1,1,2,2,5,0,0,0,0,0,1,0,2,0,0,591994,591851,5729961
15.0,Ta'Mia Scott,G,34:30,,10,13,3,6,1,4,24,0,6,6,2,3,2,1,3,0,0,591994,591851,5729961
24.0,Anne Bair,G,32:00,,4,7,1,3,4,4,13,0,1,1,5,0,1,0,4,0,0,591720,591794,5728355
21.0,Lara Cook,G,9:11,,0,1,0,1,0,0,0,1,1,2,1,1,0,1,0,0,0,591720,591794,5728355
13.0,Sophia Diehl,F,23:26,,3,9,3,6,2,2,11,0,5,5,1,0,1,0,3,0,0,591720,591794,5728355
41.0,Abbey Ferguson,G,6:06,,0,0,0,0,0,0,0,1,0,1,0,2,0,1,2,0,0,591720,591794,5728355
5.0,Taylor Golembiewski,G,27:17,,9,15,2,4,6,6,26,0,3,3,2,1,1,0,0,0,0,591720,591794,5728355
12.0,Laila Hankerson,G,5:04,,1,1,1,1,0,0,3,0,1,1,1,0,0,0,1,0,0,591720,591794,5728355
44.0,Grace Klag,F,4:57,,0,0,0,0,2,2,2,1,0,1,0,1,0,0,1,0,0,591720,591794,5728355
20.0,Tatiana Matthews,G,3:43,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591720,591794,5728355
1.0,Morgan McMahon,G,12:34,,1,3,0,0,0,0,2,1,0,1,0,3,0,0,3,0,0,591720,591794,5728355
25.0,Ella Meabon,G,13:14,,0,4,0,0,1,2,1,1,2,3,0,2,0,0,2,0,0,591720,591794,5728355
2.0,Christina Midgette,G,21:45,,1,2,0,0,2,2,4,2,3,5,3,0,2,0,2,0,0,591720,591794,5728355
4.0,Madison Schiller,G,32:16,,4,9,2,4,0,2,10,1,4,5,4,1,1,0,0,0,0,591720,591794,5728355
0.0,Amarah Streiff,F,8:27,,1,5,0,4,0,0,2,0,0,0,0,0,2,0,1,0,0,591720,591794,5728355
14.0,Rayne Durant,F,33:50,,6,12,0,0,4,4,16,2,6,8,0,4,1,0,4,0,0,591794,591720,5728355
1.0,Amina Kameric,G,16:27,,0,2,0,2,0,2,0,0,2,2,3,1,0,0,0,0,0,591794,591720,5728355
5.0,Abbey Lindsey,G,32:24,,4,11,0,0,3,4,11,0,3,3,4,2,1,1,2,0,0,591794,591720,5728355
2.0,Sille-Liis Mölder,G,23:14,,4,7,1,2,3,3,12,2,3,5,1,2,0,0,3,0,0,591794,591720,5728355
12.0,Maddie Rice,G,36:23,,4,8,1,2,0,0,9,2,7,9,3,2,1,0,2,0,0,591794,591720,5728355
13.0,Carla Subirats,G,24:51,,2,6,1,2,0,0,5,0,1,1,3,1,0,0,5,1,0,591794,591720,5728355
15.0,Sydney Watkins,G,32:52,,3,5,0,0,3,4,9,0,3,3,0,6,3,0,4,0,0,591794,591720,5728355
10.0,Janette Aarnio,G,13:24,,1,1,0,0,0,0,2,0,1,1,2,0,0,1,1,0,0,591898,591685,5728843
5.0,Vittoria Blasigh,G,19:47,,3,5,3,5,0,0,9,0,0,0,2,3,1,0,2,0,0,591898,591685,5728843
55.0,Carla Brito,F,16:35,,1,6,0,1,2,2,4,1,3,4,1,3,4,1,2,0,0,591898,591685,5728843
4.0,Mama Dembele,G,25:40,,4,6,0,0,0,1,8,1,1,2,8,0,2,0,3,0,0,591898,591685,5728843
2.0,Yana Karamfilova,F,5:17,,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,591898,591685,5728843
23.0,Romi Levy,G,17:30,,5,9,0,1,4,6,14,3,5,8,1,1,0,0,2,0,0,591898,591685,5728843
21.0,L'or Mputu,F,27:01,,7,9,0,0,2,4,16,5,2,7,1,1,0,0,1,0,0,591898,591685,5728843
14.0,Ines Piper,F,20:16,,2,2,0,0,0,0,4,2,4,6,2,3,1,0,4,0,0,591898,591685,5728843
3.0,Sammie Puisis,G,17:48,,4,11,3,7,2,2,13,1,5,6,0,3,0,0,1,0,0,591898,591685,5728843
15.0,Jeniffer Silva,C,10:51,,0,1,0,0,0,2,0,2,2,4,0,1,0,0,1,0,0,591898,591685,5728843
12.0,Amy Thompson,G,13:30,,2,3,2,3,0,0,6,1,0,1,2,0,0,0,2,0,0,591898,591685,5728843
24.0,Raina Tomasicka,G,12:21,,5,10,1,6,0,0,11,1,3,4,2,2,0,1,0,0,0,591898,591685,5728843
22.0,Jordan Brooks,G,28:16,,1,7,0,1,2,2,4,0,0,0,2,2,2,0,1,0,0,591685,591898,5728843
25.0,Kayla Clark,C,23:44,,3,7,0,0,0,2,6,3,1,4,0,5,1,0,2,0,0,591685,591898,5728843
0.0,Daimoni Dorsey,G,21:30,,0,1,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,591685,591898,5728843
24.0,Alyssa Green,G,5:24,,1,5,0,1,2,4,4,0,0,0,0,0,0,0,1,0,0,591685,591898,5728843
4.0,Chariot Johnson,G,7:07,,1,4,1,2,0,0,3,1,0,1,0,0,2,0,0,0,0,591685,591898,5728843
5.0,Janessa Kelley,G,11:36,,1,5,0,1,1,1,3,1,0,1,0,0,0,0,1,0,0,591685,591898,5728843
23.0,Laila Lancaster,C,3:51,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591685,591898,5728843
12.0,Chanelle McDonald,F,19:47,,4,4,0,0,2,4,10,1,3,4,0,3,1,0,4,0,0,591685,591898,5728843
11.0,Asianae Nicholson,F,21:29,,1,5,0,0,0,0,2,1,4,5,1,1,0,0,4,0,0,591685,591898,5728843
21.0,Shomari Phillips,G,16:05,,1,3,0,0,0,0,2,0,4,4,1,1,0,0,1,0,0,591685,591898,5728843
2.0,Kayla White,F,16:30,,1,8,0,0,3,4,5,0,0,0,1,2,0,0,0,0,0,591685,591898,5728843
3.0,Karianna Woods,G,24:41,,1,4,0,0,3,4,5,2,1,3,1,3,3,0,3,0,0,591685,591898,5728843
22.0,Maddie Albrecht,G,28:17,,6,11,1,5,2,2,15,3,3,6,4,0,2,0,1,0,0,591787,591789,5725963
12.0,Belle Bramer,F,4:00,,1,1,0,0,2,3,4,0,2,2,0,1,0,0,1,0,0,591787,591789,5725963
34.0,Lily Fandre,F,14:59,,3,5,0,2,1,2,7,0,3,3,2,2,0,2,4,0,0,591787,591789,5725963
10.0,Katie Hurt,G,3:01,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591787,591789,5725963
30.0,Whitney Lind,F,18:03,,4,5,0,0,0,0,8,1,2,3,0,0,1,1,1,0,0,591787,591789,5725963
23.0,Gracyn Lovette,G,15:49,,2,3,0,0,0,1,4,1,1,2,3,0,0,0,1,0,0,591787,591789,5725963
31.0,Colleen McQuillen,G,25:21,,4,7,2,4,4,4,14,0,1,1,2,4,3,0,3,0,0,591787,591789,5725963
33.0,Meghan O'Brien,F,23:29,,4,6,0,2,1,2,9,1,3,4,1,3,6,1,0,0,0,591787,591789,5725963
15.0,Jessie Ozzauto,G,13:10,,3,3,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,591787,591789,5725963
2.0,Remi Sisselman,F,10:00,,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,591787,591789,5725963
5.0,Ella Stemmer,G,24:36,,3,9,3,7,0,2,9,0,3,3,2,1,2,0,0,0,0,591787,591789,5725963
14.0,Kaylee Van Eps,G,6:29,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,591787,591789,5725963
11.0,Keshia Vitalicio,G,5:56,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,591787,591789,5725963
3.0,Sibelle Zambie,G,6:50,,2,2,2,2,0,0,6,0,0,0,0,1,0,0,1,0,0,591787,591789,5725963
14.0,Dia Denes,F,4:12,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591789,591787,5725963
25.0,Amaya Dowdy,F,12:59,,2,6,0,0,0,0,4,0,1,1,0,1,1,0,5,1,0,591789,591787,5725963
12.0,Shanaii Gamble,F,24:44,,8,12,0,0,2,6,18,0,2,2,0,0,1,0,0,0,0,591789,591787,5725963
23.0,Candela Garcia-Escribano,G,6:38,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591789,591787,5725963
21.0,Kaiden Glenn,,8:07,,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,591789,591787,5725963
22.0,Racky Kane,G,11:06,,3,4,1,1,1,1,8,2,0,2,0,1,0,0,1,0,0,591789,591787,5725963
2.0,Sirviva Legions,G,31:07,,4,8,2,2,0,0,10,2,1,3,1,3,2,0,4,0,0,591789,591787,5725963
11.0,Brianna Mead,G,21:43,,1,2,1,2,0,0,3,0,1,1,1,1,2,0,1,0,0,591789,591787,5725963
34.0,Patricia Sherrill,F,1:44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591789,591787,5725963
10.0,Estie Varga,G,22:40,,1,6,0,2,0,0,2,0,3,3,1,7,0,0,2,0,0,591789,591787,5725963
24.0,Gisela Vazquez Segura,F,25:08,,2,6,0,2,1,2,5,2,4,6,2,3,0,0,2,0,0,591789,591787,5725963
5.0,Janessa Williams,G,26:35,,4,10,0,4,1,1,9,1,5,6,0,6,0,0,2,0,0,591789,591787,5725963
3.0,Shelbee Brown,F,23:18,,2,4,0,0,3,4,7,3,8,11,1,6,2,0,4,0,0,591666,591756,5731029
33.0,Ni'Rah Clark,F,11:26,,1,5,0,0,2,3,4,4,0,4,0,0,0,1,0,0,0,591666,591756,5731029
5.0,Emily Hall,G,5:51,,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,591666,591756,5731029
2.0,Alexus Mobley,G,36:19,,4,9,1,1,4,4,13,1,7,8,1,3,1,3,5,1,0,591666,591756,5731029
23.0,Zakia Rasheed,G,29:09,,2,7,2,7,4,6,10,0,2,2,4,3,1,0,1,0,0,591666,591756,5731029
4.0,Kam'Ren Rhodes,G,35:27,,6,15,2,6,11,12,25,0,4,4,5,4,0,0,1,0,0,591666,591756,5731029
34.0,Lanae Riley,F,10:19,,1,2,0,1,0,0,2,1,3,4,0,2,0,0,1,0,0,591666,591756,5731029
14.0,Liisa Taponen,C,17:25,,1,3,0,0,2,4,4,4,4,8,1,0,0,0,0,0,0,591666,591756,5731029
11.0,Maddie Vejsicky,G,30:48,,3,8,3,5,5,6,14,1,2,3,1,0,0,0,5,1,0,591666,591756,5731029
31.0,Kaleigh Addie,G,11:12,,1,1,1,1,0,0,3,0,1,1,1,1,0,0,4,0,0,591756,591666,5731029
30.0,Crystal Henderson,G,39:04,,7,16,2,4,4,4,20,2,3,5,3,5,3,0,3,0,0,591756,591666,5731029
44.0,Aaliyah Hunt,F,5:20,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591756,591666,5731029
10.0,Eden Johnson,F,21:08,,2,6,1,4,0,0,5,3,5,8,1,3,0,0,5,1,0,591756,591666,5731029
4.0,Monna Julkunen,G,15:08,,1,4,1,3,0,0,3,0,1,1,0,0,1,0,3,0,0,591756,591666,5731029
25.0,Mahogany Matthews,F,23:53,,2,13,0,4,1,3,5,1,1,2,0,2,1,8,1,0,0,591756,591666,5731029
5.0,Eghosa Obasuyi,G,3:20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,591756,591666,5731029
20.0,Clara Rosini,G,0:30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591756,591666,5731029
2.0,Mikyla Tolivert,G,33:37,,6,16,2,8,3,3,17,2,2,4,4,1,2,0,3,0,0,591756,591666,5731029
22.0,Mya Williams,G,29:14,,5,9,3,6,2,2,15,0,2,2,2,0,1,1,5,1,0,591756,591666,5731029
1.0,Patience Williams,F,17:35,,2,6,1,3,0,0,5,2,5,7,0,1,1,0,4,0,0,591756,591666,5731029
17.0,Winner Bartholomew,F,5:37,,1,1,0,0,2,2,4,0,1,1,0,2,0,0,2,0,0,591876,591936,5733573
3.0,Jamia Blake,G,8:07,,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,591876,591936,5733573
12.0,Taylor Blunt,G,2:04,,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,591876,591936,5733573
23.0,Jocelyn Chavez,G,2:04,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,591876,591936,5733573
2.0,Camryn Collins,G,26:27,,4,12,0,2,2,2,10,0,2,2,0,5,3,0,2,0,0,591876,591936,5733573
13.0,Mariona Cos-Morales,G,29:27,,2,5,0,0,2,2,6,1,2,3,0,3,1,0,1,0,0,591876,591936,5733573
44.0,Kaylan Deveney,C,9:32,,0,3,0,2,0,0,0,0,5,5,0,0,0,1,0,0,0,591876,591936,5733573
10.0,Amany Lopez,G,4:35,,2,3,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,591876,591936,5733573
1.0,Aliya McIver,G,15:11,,0,4,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,591876,591936,5733573
0.0,Sanaa Redmond,G,27:43,,0,2,0,0,2,2,2,0,3,3,4,1,1,0,2,0,0,591876,591936,5733573
11.0,Emmy Roach,G,19:41,,2,2,0,0,0,0,4,2,4,6,1,4,1,1,2,0,0,591876,591936,5733573
9.0,Emilee Tahata,F,15:43,,0,5,0,1,0,0,0,1,3,4,1,1,2,0,3,0,0,591876,591936,5733573
31.0,Gabby Turco,G,33:49,,6,12,2,6,7,8,21,1,3,4,1,2,0,0,1,0,0,591876,591936,5733573
6.0,Julianna Almeida,G,24:56,,3,7,1,2,0,0,7,2,3,5,1,1,1,0,3,0,0,591936,591876,5733573
4.0,Zanai Barnett-Gay,G,30:47,,4,11,0,2,6,8,14,1,6,7,2,3,3,0,1,0,0,591936,591876,5733573
12.0,Morgan Blackford,G,2:04,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591936,591876,5733573
23.0,Morgan Demos,F,6:46,,0,2,0,0,0,2,0,2,3,5,0,1,0,0,0,0,0,591936,591876,5733573
5.0,Mary Gibbons,G,21:01,,6,10,4,5,2,2,18,1,0,1,6,1,1,0,2,0,0,591936,591876,5733573
1.0,Kelli Giuliani,G,2:50,,1,1,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,591936,591876,5733573
25.0,Nia Henley,G,4:42,,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,591936,591876,5733573
10.0,Lizzie Holder,F,18:08,,2,3,0,0,2,3,6,1,1,2,2,0,1,0,2,0,0,591936,591876,5733573
30.0,Maren Louridas,G,20:58,,1,5,0,4,0,0,2,2,5,7,0,1,0,0,2,0,0,591936,591876,5733573
42.0,Saran Moschella,G,6:33,,1,2,1,2,0,0,3,1,1,2,0,1,0,0,2,0,0,591936,591876,5733573
22.0,Toni Papahronis,G,12:07,,1,2,1,1,0,0,3,1,4,5,2,1,1,1,1,0,0,591936,591876,5733573
44.0,Kate Samson,C,26:13,,8,15,0,0,0,0,16,2,5,7,0,5,1,2,1,0,0,591936,591876,5733573
2.0,Kyah Smith,G,22:55,,1,10,0,7,0,0,2,2,2,4,4,1,0,0,0,0,0,591936,591876,5733573
1.0,Da'Brya Clark,G,12:42,,2,4,0,1,0,0,4,0,2,2,1,1,1,0,2,0,0,591996,591957,5731855
12.0,Makoye Diawara,F,21:25,,4,7,0,2,3,4,11,5,5,10,0,1,2,0,3,0,0,591996,591957,5731855
2.0,Niya Fields,G,27:58,,2,4,1,1,0,0,5,1,7,8,4,1,2,0,1,0,0,591996,591957,5731855
14.0,Jenesis Hill,G,1:23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591996,591957,5731855
3.0,Diamond Johnson,G,31:23,,5,14,1,4,0,0,11,1,3,4,6,2,1,0,2,0,0,591996,591957,5731855
4.0,Anjanae Richardson,G,28:33,,7,13,5,7,2,4,21,0,1,1,1,2,0,0,1,0,0,591996,591957,5731855
13.0,Skye Robinson,F,12:42,,0,0,0,0,0,0,0,1,3,4,0,1,0,0,3,0,1,591996,591957,5731855
11.0,Amari Smith,G,11:50,,1,4,1,3,0,0,3,0,1,1,1,0,0,0,0,0,0,591996,591957,5731855
22.0,Kierra Wheeler,F,34:16,,4,15,0,4,1,4,9,3,7,10,0,0,1,3,0,0,0,591996,591957,5731855
24.0,Danaijah Williams,G,17:48,,3,7,0,3,0,0,6,1,0,1,0,0,1,0,0,0,0,591996,591957,5731855
3.0,Kayla Beckwith,C,26:30,,3,4,0,0,0,3,6,2,2,4,0,1,0,0,1,0,0,591957,591996,5731855
35.0,Anahi-Lee Cauley,F,21:06,,3,9,0,1,1,3,7,0,2,2,2,3,0,1,1,0,0,591957,591996,5731855
2.0,Monet Dance,G,22:06,,2,6,1,5,0,0,5,0,1,1,1,1,0,0,1,0,0,591957,591996,5731855
21.0,Natalie Fox,F,13:30,,2,5,0,0,0,0,4,0,2,2,1,2,0,2,0,0,0,591957,591996,5731855
14.0,Rebekah Frisby-Smith,F,19:39,,0,1,0,1,0,0,0,2,2,4,1,1,0,0,1,0,0,591957,591996,5731855
1.0,Cassidy Geddes,G,18:21,,0,5,0,3,1,2,1,0,2,2,0,0,1,0,0,0,0,591957,591996,5731855
11.0,Aislinn Gibson,G,2:56,,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,591957,591996,5731855
13.0,Sophia LeGoullon,G,4:31,,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591957,591996,5731855
10.0,Marley Long,F,10:55,,1,4,0,1,0,0,2,0,1,1,0,1,0,0,2,0,0,591957,591996,5731855
0.0,Alexa Mikeska,G,18:54,,0,1,0,0,0,0,0,1,5,6,2,0,2,0,0,0,0,591957,591996,5731855
5.0,Bella Nascimento,G,23:30,,8,17,2,6,3,4,21,1,2,3,1,2,0,1,2,0,0,591957,591996,5731855
23.0,Kayla Rolph,F,13:24,,1,4,1,2,0,0,3,0,3,3,0,1,0,0,1,0,0,591957,591996,5731855
24.0,Emma West,G,4:38,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,591957,591996,5731855
21.0,Janie Bachmann,G,12:44,,0,1,0,0,1,2,1,0,3,3,0,1,1,0,2,0,0,591988,591873,5734289
35.0,Lindsay Berger,F,29:04,,7,10,0,0,2,4,16,1,5,6,1,2,0,0,3,0,0,591988,591873,5734289
4.0,Meg Cahalan,F,25:21,,4,7,1,2,3,4,12,1,5,6,1,4,1,0,5,1,0,591988,591873,5734289
33.0,Mary-Elizabeth Donnelly,G,20:03,,1,3,1,2,0,0,3,0,1,1,2,0,1,0,3,0,0,591988,591873,5734289
32.0,Kendall Eddy,G,25:18,,2,6,0,3,2,2,6,0,1,1,2,2,1,0,2,0,0,591988,591873,5734289
5.0,Kaitlyn Flanagan,G,35:50,,7,11,2,4,5,8,21,0,2,2,7,1,1,0,2,0,0,591988,591873,5734289
24.0,Simone Foreman,G,23:40,,4,5,1,1,3,3,12,1,4,5,1,5,0,0,2,0,0,591988,591873,5734289
34.0,Lauren Huber,G,6:18,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,591988,591873,5734289
23.0,Grace Munt,G,21:43,,1,3,1,1,0,2,3,0,3,3,1,1,0,0,1,0,0,591988,591873,5734289
11.0,Bri Bowen,G,4:42,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,591873,591988,5734289
23.0,Anna Foley,C,18:03,,1,6,0,1,4,6,6,3,3,6,2,2,2,0,4,0,0,591873,591988,5734289
