#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
0.0,Aysia Hinton,G,8:34,,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,591840,591758,5735001
2.0,Victoria Morris,G,8:56,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591840,591758,5735001
11.0,LaNiya Scales,F,6:48,,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,591840,591758,5735001
12.0,Jada Tiggett,G,11:16,,3,4,0,0,0,2,6,1,2,3,0,0,0,1,5,1,0,591840,591758,5735001
10.0,Carys Baker,F,29:15,,6,9,2,3,0,0,14,2,2,4,1,2,1,0,2,0,0,591944,591828,5731682
11.0,Matilda Ekh,G,31:27,,7,12,2,6,2,2,18,1,8,9,4,2,1,0,0,0,0,591944,591828,5731682
21.0,Myah Hazelton,F,6:57,,1,1,0,0,2,2,4,0,0,0,0,2,0,0,1,0,0,591944,591828,5731682
4.0,Rose Micheaux,F,21:17,,7,9,0,0,0,0,14,1,4,5,0,1,1,0,3,0,0,591944,591828,5731682
3.0,Mackenzie Nelson,G,22:10,,3,3,0,0,0,0,6,0,6,6,4,0,4,1,1,0,0,591944,591828,5731682
34.0,Kayl Petersen,G,19:08,,5,7,2,3,0,0,12,3,0,3,2,3,0,1,0,0,0,591944,591828,5731682
12.0,Samyha Suffren,G,21:29,,4,7,0,0,0,0,8,2,1,3,4,1,3,0,2,0,0,591944,591828,5731682
2.0,Leila Wells,G,8:16,,1,3,1,2,0,0,3,0,0,0,1,1,0,0,1,0,0,591944,591828,5731682
1.0,Carleigh Wenzel,G,20:34,,5,9,1,2,3,5,14,0,5,5,5,2,0,2,2,0,0,591944,591828,5731682
0.0,Lani White,G,19:27,,3,8,0,2,0,0,6,1,3,4,2,2,0,0,2,0,0,591944,591828,5731682
4.0,Tia Dobson,G,21:01,,1,4,1,1,1,2,4,0,2,2,1,3,1,0,0,0,0,591828,591944,5731682
1.0,Mary Ferrito,G,7:47,,0,0,0,0,2,2,2,0,0,0,1,0,0,0,2,0,0,591828,591944,5731682
8.0,Isis Fitch,F,21:05,,3,8,0,1,3,3,9,0,1,1,1,1,0,0,1,0,0,591828,591944,5731682
20.0,Jania Hall,G,27:44,,4,11,1,2,2,2,11,2,3,5,2,1,0,0,1,0,0,591828,591944,5731682
2.0,Taylor Henderson,G,22:01,,6,12,0,3,1,3,13,1,4,5,1,4,2,0,4,0,0,591828,591944,5731682
3.0,Kate Hollifield,G,17:16,,1,5,0,3,2,2,4,0,1,1,0,2,1,0,3,0,0,591828,591944,5731682
10.0,McCall King,G,24:32,,1,2,1,1,0,0,3,0,1,1,0,1,1,0,1,0,0,591828,591944,5731682
5.0,Finley Lohan,G,15:26,,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,0,0,591828,591944,5731682
22.0,Evan Miller,G,14:49,,1,4,0,1,0,0,2,0,2,2,1,1,0,0,1,0,0,591828,591944,5731682
24.0,Angelina Pelayo,C,2:34,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591828,591944,5731682
0.0,Alexandra Zelaya,F,25:45,,4,10,1,6,0,0,9,0,1,1,4,4,0,1,2,0,0,591828,591944,5731682
4.0,Alexis Andrews,G,21:18,,3,7,1,5,2,4,9,0,0,0,1,2,1,0,1,0,0,591826,592009,5737296
23.0,Hayleigh Breland,G,23:30,,5,8,2,4,1,2,13,4,2,6,5,0,5,0,1,0,0,591826,592009,5737296
2.0,Kay Kay Green,G,18:10,,1,5,0,1,2,2,4,1,0,1,3,2,0,0,3,0,0,591826,592009,5737296
24.0,Aanaya Harris,G,10:01,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,591826,592009,5737296
40.0,Tena Ikidi,F,12:24,,4,5,0,0,2,3,10,1,1,2,0,0,2,0,2,0,0,591826,592009,5737296
7.0,Jayla Kelly,C,23:15,,5,7,0,0,2,4,12,1,2,3,2,5,0,0,2,0,0,591826,592009,5737296
1.0,Jordan Peete,G,17:16,,0,5,0,3,4,4,4,1,1,2,2,1,1,0,2,0,0,591826,592009,5737296
31.0,Keanna Rembert,F,14:38,,3,4,0,0,3,4,9,0,2,2,2,2,1,0,2,0,0,591826,592009,5737296
11.0,Madison Roshelle,G,14:24,,3,9,0,1,1,1,7,2,1,3,1,5,2,0,1,0,0,591826,592009,5737296
3.0,DeeDee Shephard,G,9:49,,2,5,0,2,0,0,4,0,1,1,1,0,1,0,3,0,0,591826,592009,5737296
12.0,Imani Smith,G,20:05,,1,2,1,2,2,4,5,0,3,3,3,1,0,0,1,0,0,591826,592009,5737296
22.0,Caroline Thiel,F,15:10,,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,591826,592009,5737296
24.0,Kishyah Anderson,G,22:48,,2,4,0,1,4,4,8,1,3,4,1,5,2,0,1,0,0,592009,591826,5737296
2.0,Shelby Fiddler,G,34:33,,4,8,4,8,0,0,12,0,2,2,2,5,1,0,3,0,0,592009,591826,5737296
15.0,Paige Kindseth,G,34:16,,5,12,0,3,3,4,13,0,6,6,3,5,1,0,3,0,0,592009,591826,5737296
4.0,Teresa Mbemba,F,25:47,,4,5,0,0,2,5,10,4,3,7,0,4,0,0,3,0,0,592009,591826,5737296
11.0,Sonia Sato,G,18:09,,2,4,0,1,0,0,4,0,1,1,2,1,0,0,1,0,0,592009,591826,5737296
23.0,Laney Scoggins,F,13:55,,1,4,0,0,1,1,3,2,1,3,2,2,0,0,4,0,0,592009,591826,5737296
20.0,Ellie Southards,G,8:00,,2,4,0,2,0,0,4,1,0,1,0,0,1,0,1,0,0,592009,591826,5737296
10.0,Aminata Tal,G,13:29,,2,3,0,1,2,2,6,1,1,2,0,8,2,0,5,1,0,592009,591826,5737296
33.0,Daniella Velez,G,29:03,,1,6,1,5,0,0,3,3,1,4,3,5,0,0,3,0,0,592009,591826,5737296
30.0,Ines Debroise,G,24:26,,3,8,0,1,2,3,8,1,2,3,7,1,2,0,0,0,0,591875,591977,5735836
13.0,Anaelle Dutat,F,31:44,,2,9,0,2,0,0,4,3,4,7,3,3,2,2,4,0,0,591875,591977,5735836
45.0,Cia Eklöf,G,6:18,,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,591875,591977,5735836
3.0,Ayanna Franks,G,11:43,,1,3,0,1,1,2,3,0,1,1,0,1,3,1,3,0,0,591875,591977,5735836
23.0,Harsimran Kaur,F,25:42,,7,17,1,2,4,4,19,6,5,11,0,2,1,4,3,0,0,591875,591977,5735836
11.0,Hawa Komara,F,29:00,,4,8,0,0,2,4,10,6,7,13,0,0,2,0,0,0,0,591875,591977,5735836
2.0,Katie Ledden,G,7:33,,1,5,0,2,0,0,2,1,1,2,0,0,0,1,0,0,0,591875,591977,5735836
1.0,Sophie Phillips,G,33:42,,6,12,2,6,1,2,15,0,2,2,1,3,2,1,1,0,0,591875,591977,5735836
19.0,Mary-Kate Tshiboaboa,F,14:18,,1,4,0,0,0,0,2,3,1,4,0,2,2,0,1,0,0,591875,591977,5735836
15.0,Sophia Vital,G,15:34,,2,4,1,1,0,1,5,0,3,3,1,2,1,1,2,0,0,591875,591977,5735836
15.0,Emma Arcà,F,10:44,,0,2,0,1,0,0,0,0,1,1,1,2,0,0,2,0,0,591977,591875,5735836
12.0,Breana Delaney,G,2:14,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591977,591875,5735836
1.0,Shira Elkis,G,24:21,,1,3,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,591977,591875,5735836
5.0,Chelsea Graiver,G,12:40,,0,3,0,3,4,4,4,1,1,2,0,1,0,0,2,0,0,591977,591875,5735836
10.0,Sharn Hayward,G,30:01,,2,13,0,6,0,0,4,0,4,4,0,2,0,0,3,0,0,591977,591875,5735836
31.0,Paige Martin,F,6:38,,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,591977,591875,5735836
2.0,Sydney McLaughlin,G,2:14,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,591977,591875,5735836
3.0,Brooke Paquette,G,37:46,,6,14,2,5,1,1,15,0,2,2,6,2,3,1,2,0,0,591977,591875,5735836
22.0,Megan Sias,F,14:52,,2,3,0,0,1,1,5,1,3,4,0,4,1,0,2,0,0,591977,591875,5735836
44.0,Maureen Stapleton,F,18:52,,0,1,0,0,0,0,0,0,2,2,1,3,1,0,5,1,0,591977,591875,5735836
21.0,Kylie Swider,C,31:42,,7,12,0,0,1,2,15,1,5,6,1,4,0,1,2,0,0,591977,591875,5735836
32.0,Julia Webster,F,5:42,,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,591977,591875,5735836
30.0,Catelyn Wheeler,G,2:14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591977,591875,5735836
5.0,Ella Brow,G,24:24,,2,6,0,2,1,2,5,0,1,1,3,2,0,0,2,0,0,591903,591839,5733228
33.0,Chantae Embry,F,30:56,,5,11,0,2,1,1,11,4,5,9,2,2,0,0,3,0,0,591903,591839,5733228
24.0,Donavia Hall,G,1:33,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,591903,591839,5733228
1.0,Zanai Jones,G,33:05,,5,9,0,1,0,0,10,1,4,5,7,0,2,0,0,0,0,591903,591839,5733228
13.0,Sandra Magolico,F,4:52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591903,591839,5733228
22.0,Kylie Marshall,G,21:55,,4,8,1,5,0,0,9,1,4,5,1,3,0,0,2,0,0,591903,591839,5733228
35.0,Jessica Peterson,C,32:51,,8,12,0,0,0,2,16,5,6,11,1,1,1,3,1,0,0,591903,591839,5733228
2.0,TK Pitts,G,8:13,,1,2,0,0,1,1,3,0,1,1,0,0,2,0,5,1,0,591903,591839,5733228
3.0,Nya Robertson,G,30:50,,7,18,2,9,5,6,21,2,0,2,1,1,1,0,3,0,0,591903,591839,5733228
4.0,Kaysia Woods,G,11:21,,1,3,0,1,0,0,2,2,3,5,1,0,0,0,0,0,0,591903,591839,5733228
24.0,Maleia Bracone,G,25:19,,4,10,3,5,2,2,13,1,3,4,1,3,1,0,2,0,0,591839,591903,5733228
32.0,Keona Curtis,F,19:06,,0,6,0,3,2,2,2,0,3,3,0,1,0,1,1,0,0,591839,591903,5733228
21.0,Jordyn Dorsey,G,33:38,,8,19,1,5,6,7,23,2,5,7,3,0,0,0,2,0,0,591839,591903,5733228
3.0,Reiven Douglas,G,25:55,,1,6,0,2,0,0,2,1,1,2,3,0,0,0,1,0,0,591839,591903,5733228
5.0,Rachel Griffin,F,24:55,,2,5,0,0,0,1,4,2,3,5,0,1,0,1,1,0,0,591839,591903,5733228
12.0,Ajia James,F,23:11,,3,4,3,4,0,0,9,1,0,1,0,1,2,0,4,0,0,591839,591903,5733228
15.0,Elliott Jessup,F,2:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591839,591903,5733228
25.0,Paris Locke,F,31:50,,2,5,0,2,3,4,7,2,1,3,4,2,0,0,1,0,0,591839,591903,5733228
14.0,Delaney Yarborough,F,14:06,,2,4,0,0,0,0,4,2,0,2,0,1,0,1,2,0,0,591839,591903,5733228
33.0,Isis Beh,F,25:44,,3,4,0,0,4,4,10,3,5,8,1,2,4,0,3,0,0,591676,591924,5729202
25.0,Breya Cunningham,F,18:46,,5,7,0,0,0,0,10,1,9,10,0,1,0,2,2,0,0,591676,591924,5729202
12.0,Montaya Dew,F,13:17,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,591676,591924,5729202
11.0,Sahnya Jah,F,20:22,,4,11,1,2,1,3,10,1,2,3,2,2,2,0,2,0,0,591676,591924,5729202
4.0,Skylar Jones,G,21:17,,2,5,0,1,0,0,4,0,2,2,3,2,1,0,3,0,0,591676,591924,5729202
34.0,Katarina Knezevic,F,7:15,,1,3,1,2,0,0,3,0,1,1,0,0,0,0,3,0,0,591676,591924,5729202
23.0,Paulina Paris,G,23:12,,3,9,0,3,3,3,9,0,1,1,2,0,0,1,2,0,0,591676,591924,5729202
13.0,Mailien Rolf,G,22:37,,3,5,1,3,2,2,9,1,5,6,2,3,1,1,4,0,0,591676,591924,5729202
24.0,Jorynn Ross,F,2:27,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,591676,591924,5729202
1.0,Lauryn Swann,G,14:55,,2,3,1,2,3,4,8,0,3,3,1,1,1,0,0,0,0,591676,591924,5729202
2.0,Jada Williams,G,30:08,,2,15,0,5,6,6,10,1,2,3,1,4,1,0,3,0,0,591676,591924,5729202
6.0,Avery Brittingham,F,31:04,,2,9,0,0,5,10,9,3,2,5,2,2,0,0,4,0,0,591924,591676,5729202
23.0,Taliyah Clark,G,16:18,,2,6,1,2,0,0,5,1,2,3,1,2,2,0,4,0,0,591924,591676,5729202
21.0,Alexsyah Goudeau,G,9:43,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,591924,591676,5729202
0.0,Kali Haizlip,G,5:55,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,591924,591676,5729202
8.0,Koi Love,F,33:24,,7,15,2,5,4,6,20,0,1,1,2,7,5,1,3,0,0,591924,591676,5729202
7.0,Zoe Nelson,F,25:43,,2,8,0,2,2,2,6,1,7,8,0,1,0,0,1,0,0,591924,591676,5729202
24.0,Miraya Perkins,F,11:03,,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3,0,0,591924,591676,5729202
14.0,Aubrey Reid,G,7:23,,0,1,0,0,0,0,0,1,3,4,0,1,0,0,0,0,0,591924,591676,5729202
2.0,Kendal Robinson,G,10:58,,0,2,0,1,0,0,0,0,3,3,0,3,0,0,5,1,0,591924,591676,5729202
1.0,Aspen Thornton,G,21:09,,3,7,0,1,2,2,8,0,0,0,0,1,1,0,1,0,0,591924,591676,5729202
5.0,Nya Threatt,G,27:20,,1,3,0,0,4,6,6,0,3,3,0,2,0,0,1,0,0,591924,591676,5729202
24.0,Tiarra Brown,G,27:47,,4,9,1,1,6,8,15,0,5,5,2,1,5,0,1,0,0,591970,591699,5723131
0.0,Callie Cooper,G,17:38,,1,3,0,1,0,0,2,0,2,2,3,1,3,0,1,0,0,591970,591699,5723131
3.0,Ale'Jah Douglas,G,24:14,,4,7,3,4,0,0,11,1,2,3,3,1,2,0,3,0,0,591970,591699,5723131
12.0,Alyssa Durazo-Frescas,G,26:59,,3,6,3,6,2,2,11,0,1,1,1,3,0,0,3,0,0,591970,591699,5723131
11.0,Sydney Erikstrup,F,9:08,,1,2,1,2,0,0,3,0,1,1,3,0,0,0,0,0,0,591970,591699,5723131
20.0,Laura Erikstrup,F,17:28,,2,7,0,0,1,4,5,1,2,3,1,2,0,0,1,0,0,591970,591699,5723131
42.0,Lucy Ghaifan,C,8:38,,3,6,0,0,1,2,7,1,2,3,1,0,0,0,0,0,0,591970,591699,5723131
10.0,Bridget Mullings,F,1:36,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591970,591699,5723131
4.0,Nneka Obiazor,F,17:03,,5,8,2,3,7,8,19,1,6,7,2,4,1,0,2,0,0,591970,591699,5723131
14.0,Anna Ostlie,G,14:17,,2,4,1,3,1,1,6,0,1,1,0,0,0,0,1,0,0,591970,591699,5723131
23.0,Trinity San Antonio,G,25:14,,4,9,2,4,1,2,11,0,4,4,5,4,3,0,3,0,0,591970,591699,5723131
2.0,Asha Sra,G,9:58,,1,2,1,2,0,0,3,0,1,1,0,0,0,0,1,0,0,591970,591699,5723131
11.0,Taylor Caldwell,G,28:21,,4,9,0,1,4,8,12,0,5,5,1,5,3,0,1,0,0,591699,591970,5723131
4.0,Ary Dizon,F,29:50,,2,7,0,3,1,2,5,1,2,3,4,2,1,2,4,0,0,591699,591970,5723131
34.0,Cheyenne Forney,F,8:50,,1,2,0,0,2,2,4,0,2,2,0,2,0,2,2,0,0,591699,591970,5723131
32.0,Garrisen Freeman,G,26:00,,3,5,0,1,0,3,6,1,2,3,0,1,0,0,3,0,0,591699,591970,5723131
8.0,Marley Langi,F,16:10,,4,7,0,3,0,0,8,0,3,3,1,4,1,0,4,0,0,591699,591970,5723131
20.0,Melissa Secchiaroli,G,36:04,,3,11,0,4,2,2,8,3,0,3,0,2,0,0,2,0,0,591699,591970,5723131
55.0,Trinity Slocum,G,22:51,,3,7,0,2,1,1,7,1,3,4,1,3,4,0,2,0,0,591699,591970,5723131
42.0,Allysan Tse,F,31:54,,1,6,0,3,0,0,2,1,5,6,2,4,0,0,3,0,0,591699,591970,5723131
3.0,Sarah Ashlee Barker,G,24:27,,9,20,3,8,2,3,23,4,4,8,3,0,3,0,1,0,0,591669,591836,5730196
24.0,Leah Brooks,F,9:40,,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,591669,591836,5730196
21.0,Essence Cody,F,18:46,,3,8,0,0,0,0,6,4,3,7,2,6,2,2,3,0,0,591669,591836,5730196
20.0,Diana Collins,G,20:35,,4,7,1,2,0,0,9,1,2,3,2,2,2,1,2,0,0,591669,591836,5730196
13.0,JeAnna Cunningham,C,11:19,,1,1,0,0,4,5,6,0,4,4,0,1,2,0,0,0,0,591669,591836,5730196
1.0,Christabel Ezumah,F,13:18,,3,3,0,0,1,5,7,7,2,9,1,2,2,1,1,0,0,591669,591836,5730196
14.0,Zaay Green,G,21:37,,5,7,0,1,2,2,12,2,3,5,6,1,3,0,1,0,0,591669,591836,5730196
4.0,Eris Lester,G,20:04,,7,13,1,3,1,1,16,1,3,4,2,1,2,0,2,0,0,591669,591836,5730196
32.0,Aaliyah Nye,G,21:43,,9,17,7,12,0,0,25,0,2,2,2,2,4,0,1,0,0,591669,591836,5730196
2.0,Chloe Spreen,G,14:36,,1,5,1,3,0,0,3,0,0,0,2,0,0,0,3,0,0,591669,591836,5730196
22.0,Karly Weathers,G,23:55,,2,4,1,2,1,2,6,0,3,3,4,1,2,1,0,0,0,591669,591836,5730196
23.0,Tre'Miyah Berry,G,20:03,,0,2,0,1,0,0,0,0,1,1,0,2,1,0,1,0,0,591836,591669,5730196
1.0,Shanihya Brown,G,2:50,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,591836,591669,5730196
3.0,Syria Butler,G,4:17,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,591836,591669,5730196
5.0,Alexis Calderon,G,32:53,,2,11,1,4,0,0,5,0,1,1,6,8,5,1,3,0,0,591836,591669,5730196
12.0,Gabbi Cartagena,G,22:50,,4,4,0,0,0,0,8,0,5,5,0,6,1,1,1,0,0,591836,591669,5730196
21.0,Aaliyah Ellis,G,10:46,,1,2,0,0,0,0,2,1,1,2,1,0,1,0,1,0,0,591836,591669,5730196
24.0,Arial Ford,F,4:12,,1,2,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,591836,591669,5730196
0.0,Nora Francois,C,33:38,,3,9,1,4,3,4,10,0,9,9,1,5,1,2,3,0,0,591836,591669,5730196
10.0,Jasmine Jones,G,28:11,,4,6,2,3,0,0,10,0,1,1,0,2,0,0,1,0,0,591836,591669,5730196
22.0,Mackenzie Joseph,F,11:00,,1,3,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,591836,591669,5730196
33.0,Jayla Kimbrough,G,26:21,,5,12,0,1,3,4,13,1,2,3,0,4,2,0,2,0,0,591836,591669,5730196
14.0,Chenai Mushore,F,2:59,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591836,591669,5730196
12.0,Faith Blackstone,G,29:24,,5,13,2,9,6,6,18,0,2,2,2,6,1,0,1,0,0,591911,591922,5728383
1.0,Harmanie Dominguez,G,23:57,,4,6,4,6,0,0,12,0,4,4,2,4,2,0,3,0,0,591911,591922,5728383
20.0,Makana Gardner,F,23:59,,1,4,0,1,0,0,2,0,5,5,3,1,0,0,1,0,0,591911,591922,5728383
33.0,Trinity Moore,F,17:15,,4,5,2,3,0,0,10,2,1,3,1,3,2,3,1,0,0,591911,591922,5728383
5.0,Key Roseby,G,29:17,,5,11,3,8,2,2,15,3,7,10,1,3,2,1,1,0,0,591911,591922,5728383
4.0,Ashlyn Traylor-Walker,G,27:56,,4,10,2,4,0,0,10,0,5,5,5,3,3,1,1,0,0,591911,591922,5728383
13.0,Ituau Tuisaula,F,15:32,,1,2,0,1,0,0,2,0,4,4,2,4,3,0,2,0,0,591911,591922,5728383
3.0,Avery Vansickle,G,32:41,,5,9,5,7,2,2,17,0,4,4,2,5,3,0,0,0,0,591911,591922,5728383
5.0,Jaida Belton,F,17:56,,2,6,0,0,0,0,4,2,3,5,0,4,2,1,2,0,0,591922,591911,5728383
12.0,Aylasia Fantroy,G,21:39,,2,6,0,1,2,4,6,1,2,3,0,2,3,0,2,0,0,591922,591911,5728383
4.0,Nya Harmon,G,7:13,,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,591922,591911,5728383
8.0,Deivejon Harris,C,18:20,,4,8,0,0,0,0,8,1,5,6,1,3,0,0,2,0,1,591922,591911,5728383
3.0,Aaliyah Henderson,G,14:09,,3,6,0,2,1,2,7,0,2,2,3,3,3,0,2,0,0,591922,591911,5728383
2.0,Daeja Holmes,G,26:58,,0,15,0,6,0,0,0,2,3,5,4,4,4,0,2,0,0,591922,591911,5728383
15.0,Alisa Knight,G,20:55,,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,591922,591911,5728383
22.0,Courtlyn Loudermill,G,37:13,,7,17,3,8,1,2,18,6,3,9,0,1,3,0,2,0,0,591922,591911,5728383
11.0,Tiana Mathis,G,7:52,,1,2,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,591922,591911,5728383
10.0,Maci Quiller,G,2:10,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591922,591911,5728383
24.0,Anela Thomas,G,16:27,,0,2,0,0,0,0,0,1,1,2,1,4,0,0,2,0,0,591922,591911,5728383
21.0,Treasure Thompson,F,9:08,,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,591922,591911,5728383
7.0,Maria Anais Rodriguez,F,12:18,,3,4,0,0,0,0,6,0,0,0,0,2,2,0,2,0,0,591857,591973,5722718
4.0,Anna Gret Asi,G,27:14,,5,9,4,8,2,2,16,0,0,0,5,1,1,0,3,0,0,591857,591973,5722718
15.0,Brenna Butler,G,4:01,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,591857,591973,5722718
24.0,Praise Egharevba,F,6:19,,0,0,0,0,2,4,2,0,2,2,0,0,0,0,2,0,0,591857,591973,5722718
21.0,Kennedy Evans,G,4:01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,591857,591973,5722718
3.0,Micah Gray,G,26:30,,6,10,2,6,2,2,16,1,2,3,5,2,0,0,2,0,0,591857,591973,5722718
32.0,Stailee Heard,G,8:14,,1,1,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,591857,591973,5722718
22.0,Macey Huard,G,30:36,,9,12,5,7,8,8,31,4,5,9,1,3,0,0,2,0,0,591857,591973,5722718
20.0,Stacie Jones,F,19:32,,2,5,0,0,1,2,5,0,4,4,0,0,0,1,1,0,0,591857,591973,5722718
11.0,Rylee Langerman,G,12:48,,1,1,1,1,4,4,7,0,2,2,1,0,5,0,1,0,0,591857,591973,5722718
34.0,Tenin Magassa,C,18:45,,5,8,0,0,1,3,11,1,0,1,0,0,0,0,2,0,0,591857,591973,5722718
25.0,Alexia Smith,G,29:42,,0,5,0,1,0,0,0,0,4,4,3,1,0,1,0,0,0,591857,591973,5722718
5.0,D'Arrah Allen,G,34:01,,1,12,1,5,1,2,4,1,1,2,1,4,0,0,2,0,0,591973,591857,5722718
12.0,Kristyna Boyd,F,31:43,,0,2,0,0,5,6,5,1,2,3,0,3,0,0,0,0,0,591973,591857,5722718
7.0,Nadiyah Byard,F,7:31,,0,2,0,0,1,2,1,1,1,2,0,2,0,1,3,0,0,591973,591857,5722718
13.0,Uriah Jennings,G,7:15,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,591973,591857,5722718
4.0,Briontanay Marshall,C,18:18,,1,2,0,0,0,0,2,1,2,3,0,2,0,1,4,0,0,591973,591857,5722718
32.0,Stephanie Okowi,F,30:31,,1,3,0,0,0,0,2,2,1,3,0,3,1,1,5,1,0,591973,591857,5722718
1.0,Jailah Pelly,G,21:36,,4,8,0,0,7,7,15,1,2,3,0,2,0,0,0,0,0,591973,591857,5722718
17.0,Empress Roberts,G,19:46,,2,4,0,2,0,0,4,0,1,1,0,3,0,0,2,0,0,591973,591857,5722718
21.0,Ashley Rojas,G,7:01,,2,3,0,0,0,0,4,0,1,1,0,2,0,0,2,0,0,591973,591857,5722718
10.0,Jazmyn Sostand,G,14:23,,2,7,0,3,0,0,4,1,3,4,0,0,1,0,4,0,0,591973,591857,5722718
15.0,Mariam Traore,C,7:55,,1,3,0,0,0,0,2,0,1,1,0,0,0,1,2,0,0,591973,591857,5722718
52.0,Raegan Beers,C,25:09,,8,11,0,0,5,9,21,3,11,14,1,3,0,2,3,0,0,591858,591905,5735321
0.0,Beatrice Culliton,C,8:12,,1,1,0,0,0,2,2,3,1,4,3,0,1,0,1,0,0,591858,591905,5735321
20.0,Aubrey Joens,G,8:22,,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,591858,591905,5735321
5.0,Kiersten Johnson,F,10:00,,2,3,0,1,1,2,5,1,3,4,0,1,0,1,1,0,0,591858,591905,5735321
15.0,Lexy Keys,G,17:00,,1,2,1,2,0,0,3,0,1,1,1,1,0,0,2,0,0,591858,591905,5735321
2.0,Reyna Scott,G,6:14,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,591858,591905,5735321
34.0,Liz Scott,F,14:00,,1,5,0,0,4,5,6,0,3,3,1,0,0,0,3,0,0,591858,591905,5735321
4.0,Caya Smith,F,0:51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591858,591905,5735321
1.0,Nevaeh Tot,G,17:48,,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,591858,591905,5735321
24.0,Skylar Vann,G,25:52,,5,9,1,4,1,1,12,2,5,7,1,2,0,0,1,0,0,591858,591905,5735321
3.0,Zya Vann,G,15:58,,2,5,0,2,0,0,4,1,1,2,2,2,0,0,2,0,0,591858,591905,5735321
12.0,Payton Verhulst,G,26:24,,1,8,0,5,2,2,4,3,6,9,4,1,1,1,0,0,0,591858,591905,5735321
6.0,Sahara Williams,F,24:10,,8,14,1,6,2,2,19,1,5,6,1,3,2,0,1,0,0,591858,591905,5735321
15.0,Sky Castro,F,6:27,,0,1,0,0,0,0,0,1,1,2,0,1,0,0,4,0,0,591905,591858,5735321
5.0,D'Shantae Edwards,G,22:04,,2,5,2,2,0,0,6,1,1,2,0,0,1,0,2,0,0,591905,591858,5735321
2.0,Aleighyah Fontenot,G,32:38,,2,13,0,3,2,2,6,0,4,4,1,3,2,0,2,0,0,591905,591858,5735321
1.0,Aniya Gourdine,G,23:36,,5,12,1,3,0,0,11,0,4,4,0,1,5,0,2,0,0,591905,591858,5735321
32.0,Xyllize Harrison,C,6:23,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,591905,591858,5735321
3.0,Taniya Lawson,G,17:15,,1,11,1,5,4,4,7,1,0,1,0,1,1,1,3,0,0,591905,591858,5735321
21.0,Tionna Lidge,C,19:18,,3,5,0,0,0,2,6,0,3,3,1,0,0,1,2,0,0,591905,591858,5735321
24.0,Demya Porter,F,7:52,,1,3,0,0,0,0,2,1,0,1,0,1,0,0,3,0,0,591905,591858,5735321
